LUCA_Pfams,Freq,ancestor,A,R,N,D,C,E,Q,G,H,I,L,K,M,F,P,S,T,W,Y,V,U,O,concat_length
PF02744,1,LUCA,0.087818594,0.063697085,0.031119851,0.056098389,0.006956287,0.079942923,0.034746633,0.047084363,0.04672183,0.051540621,0.098265351,0.046062019,0.023080314,0.050165895,0.05884204,0.047990696,0.044118841,0.020677444,0.044665541,0.060405283,0,0,689592
PF02746,1,LUCA,0.105636783,0.054339278,0.022223739,0.057384201,0.010483635,0.061657243,0.027858247,0.103158495,0.0237462,0.062594869,0.110552409,0.037841395,0.020932971,0.028045492,0.042859568,0.04397464,0.054710969,0.024104241,0.029594553,0.078301073,0,0,2857215
PF02754,1,LUCA,0.094118164,0.050579077,0.036456213,0.048933491,0.056777985,0.067338495,0.030793571,0.085996602,0.026360704,0.050117859,0.087761803,0.047353282,0.028836441,0.035640567,0.042100776,0.049489517,0.052175052,0.005778051,0.030758885,0.072633466,0,0,4756967
PF02769,3,preLUCA,0.101446634,0.04803365,0.0291171,0.060352683,0.012711437,0.079221702,0.027156159,0.104403154,0.020996104,0.063661066,0.103130882,0.044889476,0.023660984,0.028668347,0.04014687,0.058919427,0.04762275,0.006865606,0.01840607,0.080589898,0,0,9299106
PF02770,1,LUCA,0.092252241,0.048244367,0.034905292,0.07235415,0.013593646,0.056549324,0.019866965,0.111601332,0.021306585,0.053011132,0.069072428,0.050602318,0.023942389,0.041169501,0.041792139,0.063530813,0.078694402,0.015137271,0.018995829,0.073377877,0,0,7903472
PF02771,1,LUCA,0.113756592,0.057483465,0.020296322,0.04743315,0.010226586,0.10050241,0.039232142,0.099513339,0.021304495,0.04435037,0.101287829,0.03605714,0.026320632,0.036513471,0.048899457,0.04806278,0.042937866,0.016678468,0.029411053,0.059732433,0,0,9422988
PF02775,1,LUCA,0.106657097,0.042498867,0.042978271,0.052419804,0.012578684,0.04498061,0.03595114,0.107401078,0.025237511,0.061015979,0.079120299,0.040622988,0.032114659,0.040915148,0.044170432,0.053302007,0.056413554,0.011312936,0.034395003,0.075913933,0,0,9607762
PF02776,1,LUCA,0.124406534,0.048929057,0.028194611,0.052471636,0.012510887,0.05248601,0.038661243,0.09224054,0.028617865,0.06324781,0.082405088,0.029665467,0.023947843,0.032819233,0.056553884,0.049065398,0.062066001,0.005551112,0.026130147,0.090029631,0,0,7026520
PF02824,2,preLUCA,0.081182288,0.048146389,0.028515023,0.077131136,0.009653592,0.052778561,0.024021542,0.083298042,0.028228508,0.08093116,0.085307067,0.066704754,0.011622093,0.036080827,0.048581868,0.047041426,0.066441641,0.00314595,0.025056304,0.096131829,0,0,1752094
PF02830,1,LUCA,0.070644045,0.043172569,0.023110303,0.04038107,0.071778906,0.094728329,0.020784055,0.093441283,0.026001809,0.062465215,0.062369556,0.056673508,0.020384027,0.059838945,0.031571762,0.058099694,0.046638027,0.011148602,0.035972068,0.070796229,0,0,229984
PF02881,2,preLUCA,0.078136364,0.066622327,0.029085054,0.074336371,0.001281313,0.108376328,0.034718879,0.050399281,0.008001414,0.066053019,0.131944578,0.08704235,0.014572893,0.024313831,0.015225647,0.053980537,0.048447933,0.002328582,0.008175218,0.09695808,0,0,2025267
PF02885,1,LUCA,0.133501247,0.056749628,0.024358764,0.056169314,0.004156914,0.099032327,0.036635267,0.071467787,0.013018149,0.071583368,0.097464756,0.047515965,0.051461783,0.032479958,0.013600872,0.053132896,0.062037474,0.005192331,0.019202553,0.051238647,0,0,1245876
PF02895,1,LUCA,0.059130336,0.078672858,0.048946085,0.072172767,0.001216787,0.08341748,0.061980067,0.042598093,0.013783911,0.065161457,0.146749532,0.033996088,0.040379992,0.011445399,0.008566093,0.071486212,0.057738213,0.000612618,0.006417704,0.095528309,0,0,473378
PF02897,1,LUCA,0.069139472,0.057876907,0.040347698,0.08324137,0.003099763,0.075292493,0.03138023,0.068407203,0.019951001,0.044272992,0.082465864,0.054963668,0.0115514,0.042079956,0.046364723,0.063387905,0.067516313,0.020805441,0.051854101,0.066001499,0,0,3978046
PF02899,1,LUCA,0.093653162,0.097609712,0.033512181,0.050928466,0.007705897,0.062095138,0.039425405,0.043309392,0.025206069,0.045883477,0.125040895,0.052250951,0.012830999,0.056001976,0.016163846,0.078620119,0.05262425,0.014071274,0.047639241,0.045427549,0,0,2384148
PF02934,1,LUCA,0.070114478,0.065352784,0.039113292,0.060541543,0.017414948,0.091476726,0.033762758,0.071660808,0.020218733,0.068436322,0.08547296,0.058856231,0.021471895,0.031763172,0.05098399,0.052924907,0.053168885,0.004528269,0.031662289,0.07107501,0,0,5590657
PF02978,1,LUCA,0.054327065,0.070082872,0.041185939,0.063998707,0.001319409,0.066518859,0.064730148,0.073956624,0.006780072,0.067942185,0.084637937,0.097751574,0.093543277,0.034244293,0.035746059,0.057440548,0.034276474,0.001904696,0.009192955,0.040420307,0,0,1491577
PF03061,1,LUCA,0.100244128,0.063718013,0.030405105,0.048135354,0.014289516,0.059862507,0.022380146,0.092712794,0.030310872,0.060214783,0.084662445,0.035880641,0.02597712,0.038415417,0.023409387,0.056262603,0.065312898,0.01050676,0.032719434,0.104580076,0,0,4096220
PF03129,2,preLUCA,0.082720795,0.07546372,0.031381829,0.075871269,0.006282376,0.090704441,0.041260894,0.063945282,0.010824255,0.070018754,0.084710499,0.080971122,0.018670252,0.025686217,0.030818098,0.042884074,0.043457881,0.005232464,0.025080201,0.094015576,0,0,5557611
PF03143,1,LUCA,0.067910377,0.055967521,0.02225447,0.03589672,0.006267866,0.082256875,0.02852289,0.097942054,0.026427322,0.070422067,0.047175776,0.053404301,0.030853947,0.05686681,0.062696944,0.031331018,0.094570971,0.000400053,0.026586346,0.102245671,0,0,1804761
PF03144,2,preLUCA,0.064136305,0.069669577,0.029437331,0.055835673,0.009758421,0.06881355,0.028489314,0.132012999,0.013076689,0.081470804,0.069097996,0.067194106,0.022367716,0.024288971,0.020566359,0.040619225,0.073932348,0.001452001,0.017152586,0.11062803,0,0,4837463
PF03193,1,LUCA,0.08076031,0.061415748,0.036194411,0.05800832,0.007818787,0.057201397,0.030589129,0.082200897,0.02134055,0.067702191,0.115884401,0.045876947,0.013897427,0.029285099,0.044012118,0.067989876,0.069256125,0.005541051,0.021139224,0.08388599,0,0,1852717
PF03350,1,LUCA,0.073425145,0.020945102,0.025352805,0.038640233,0.002470584,0.043059286,0.0202603,0.061166812,0.026132193,0.105168174,0.169505505,0.04097083,0.033354773,0.059721539,0.021278045,0.071919337,0.033956339,0.018194544,0.027505581,0.106972873,0,0,264310
PF03379,1,LUCA,0.128991551,0.034001545,0.017323277,0.02545422,0.005935359,0.023917694,0.018089624,0.080256982,0.006909897,0.074213057,0.212228346,0.018798495,0.026742961,0.053612369,0.051383576,0.058445465,0.046978357,0.015123861,0.015932357,0.085661006,0,0,782935
PF03477,2,preLUCA,0.086663077,0.090036754,0.027815993,0.06402782,0.006652393,0.093620467,0.037220375,0.046517633,0.016384225,0.077954762,0.07475978,0.083269753,0.01966528,0.031081144,0.022158115,0.056696201,0.037873873,0.002442782,0.03293124,0.092228334,0,0,2137727
PF03547,2,preLUCA,0.11584186,0.031220678,0.026515578,0.021060243,0.009471304,0.020441383,0.019802494,0.076599089,0.009275089,0.086276793,0.162267546,0.026298994,0.032729976,0.059603359,0.050705765,0.061786512,0.055837243,0.012951245,0.025342019,0.095972829,0,0,2945740
PF03551,1,LUCA,0.063212283,0.077750461,0.022166442,0.039337611,0.002396682,0.097421519,0.032312614,0.090817538,0.02054135,0.05460192,0.128363372,0.068013838,0.016192347,0.016839845,0.037698186,0.05409326,0.0577362,0.009773073,0.060755807,0.049975652,0,0,2441709
PF03572,1,LUCA,0.074724631,0.052134898,0.047005931,0.059859986,0.00385488,0.050327327,0.037622106,0.103653607,0.012290982,0.066945357,0.088758125,0.057511445,0.016947068,0.038948953,0.040865253,0.067275464,0.059761239,0.007897272,0.036228239,0.077387238,0,0,5610292
PF03599,3,preLUCA,0.101086219,0.039882632,0.037749222,0.066335904,0.010576051,0.070733155,0.019836668,0.072698723,0.013350495,0.062973003,0.093551541,0.062668663,0.027548287,0.030656393,0.051789284,0.052022847,0.059556514,0.013018856,0.02927827,0.084687273,0,0,989027
PF03673,1,LUCA,0.047184277,0.072135489,0.030875383,0.052132701,0.001812099,0.110886535,0.019375523,0.072274882,0.02104823,0.057638695,0.105380541,0.082450516,0.014427098,0.058405353,0.041608587,0.026345135,0.050738779,0.0179816,0.050041818,0.067256761,0,0,14348
PF03699,1,LUCA,0.079387967,0.049027937,0.043017644,0.058310219,0.001453571,0.04445666,0.041234643,0.068318316,0.011326791,0.067253367,0.101480207,0.036253397,0.017351638,0.053855383,0.052866606,0.060044218,0.060487664,0.018448124,0.054620012,0.080805635,0,0,2061131
PF03719,1,LUCA,0.136698199,0.061190944,0.041648155,0.026377483,0.007298884,0.036927436,0.020206167,0.11982191,0.013503109,0.055684738,0.090370028,0.072329797,0.020109171,0.017311901,0.039383492,0.065218841,0.06168025,0.003762026,0.011243642,0.099233825,0,0,1154697
PF03747,1,LUCA,0.136150055,0.056670944,0.029558878,0.064483034,0.016362816,0.056326881,0.026558417,0.100668642,0.02534485,0.050524064,0.092957246,0.026801458,0.020048123,0.032351066,0.046838757,0.053558965,0.055074939,0.019861824,0.03086789,0.058991152,0,0,3048864
PF03764,1,LUCA,0.09771038,0.048425478,0.022753779,0.04988217,0.006795799,0.081384126,0.039753399,0.10623096,0.025258045,0.059036671,0.053262615,0.073616152,0.023834167,0.044910988,0.048244657,0.051520729,0.03884336,0.003701595,0.034583593,0.090251338,0,0,2864711
PF03807,1,LUCA,0.135312072,0.042304922,0.034382989,0.051985056,0.008852141,0.055365987,0.02943068,0.094510547,0.015591996,0.086165081,0.095871136,0.05303851,0.017399104,0.021745945,0.037519875,0.058873587,0.04666399,0.004993879,0.013753587,0.096238916,0,0,2044703
PF03824,1,LUCA,0.12344745,0.043438503,0.019450292,0.032282511,0.006931214,0.022765907,0.020209463,0.10610231,0.041374138,0.065897847,0.14331351,0.02333693,0.027352508,0.053395874,0.024748697,0.06228488,0.055126046,0.021589653,0.021601495,0.085350771,0,0,760040
PF03946,1,LUCA,0.104165891,0.020752314,0.051227487,0.036927287,0.011108191,0.042697375,0.052410658,0.103430665,0.005283839,0.07244477,0.057577457,0.073024652,0.023270809,0.045605295,0.101246267,0.032977708,0.049721923,0.000173432,0.016909135,0.099044845,0,0,939847
PF03947,1,LUCA,0.079723678,0.084893221,0.048731287,0.020860236,0.012902039,0.040769336,0.023855352,0.157697116,0.037342056,0.051142208,0.059480014,0.062307614,0.029937554,0.010475164,0.071369917,0.058798688,0.044978828,0.012254028,0.012932539,0.079549123,0,0,2131136
PF03950,1,LUCA,0.068887432,0.066919002,0.043144901,0.070546179,0.013316402,0.097891747,0.022585067,0.063870228,0.020397619,0.056308373,0.074486864,0.066544869,0.015485827,0.04889344,0.061379103,0.042012125,0.040561472,0.009803375,0.032949369,0.084016604,0,0,1830900
PF03951,1,LUCA,0.055652289,0.040892376,0.026477159,0.096837817,0.015596686,0.062974662,0.025930317,0.066145381,0.014774409,0.072515008,0.07875336,0.043484844,0.031294043,0.073351782,0.059658977,0.070268041,0.055785174,0.017620567,0.019447939,0.072539169,0,0,1241674
PF03976,2,preLUCA,0.072789101,0.087573174,0.03095283,0.06088645,0.00768208,0.085415571,0.043065736,0.046819862,0.028219101,0.053275644,0.087723244,0.073229807,0.020680756,0.043887756,0.0387731,0.045080396,0.03989328,0.030234949,0.037823185,0.065993978,0,0,2525488
PF03977,1,LUCA,0.117969906,0.02306069,0.035149027,0.021856744,0.007015767,0.031606492,0.024955907,0.101502934,0.008331667,0.09377635,0.140629873,0.038066044,0.043773018,0.051686192,0.056956902,0.048878464,0.048504396,0.002912574,0.022009569,0.081357483,0,0,1125465
PF04039,2,preLUCA,0.103062714,0.026770112,0.015462885,0.018998492,0.003306536,0.023293272,0.01517025,0.135311339,0.021819303,0.082467921,0.152664358,0.016718577,0.025079065,0.075803277,0.040928133,0.046175176,0.052722286,0.010194255,0.032476496,0.101575552,0,0,833803
PF04055,6,preLUCA,0.070727312,0.065524138,0.040043483,0.058668593,0.028769773,0.075173314,0.029008015,0.070035018,0.024460858,0.066733758,0.096984191,0.054023316,0.023175353,0.038888672,0.042719968,0.053349851,0.056491148,0.008666668,0.030701548,0.065855021,0,0,40521800
PF04060,1,LUCA,0.121104885,0.030492264,0.045816601,0.036451511,0.126641823,0.057054709,0.039118313,0.111360499,0.00599835,0.028752195,0.073294048,0.059451702,0.018081075,0.025279877,0.082971959,0.032028999,0.043263196,0.000410578,0.027845013,0.034582403,3.91E-06,0,255737
PF04107,1,LUCA,0.101167547,0.075049495,0.025880965,0.062446802,0.013239306,0.068765519,0.033578542,0.070247664,0.030359795,0.044837586,0.103060956,0.025938242,0.023961266,0.036483678,0.058561394,0.051400902,0.052702767,0.023055172,0.029141497,0.070120905,0,0,2130021
PF04266,1,LUCA,0.06685911,0.063460591,0.025859953,0.059932677,0.011727365,0.098728314,0.025570717,0.064524293,0.019645192,0.069281459,0.08569368,0.079992693,0.013321967,0.044606992,0.035256307,0.047510765,0.056319134,0.016069706,0.036635885,0.079003203,0,0,525523
PF04358,1,LUCA,0.091303163,0.043610676,0.034761075,0.050407208,0.014848258,0.089469024,0.036770358,0.071419536,0.021260448,0.053277612,0.100683059,0.081149718,0.01817598,0.040409446,0.058794625,0.035753554,0.043819875,0.020272834,0.04010781,0.05370574,0,0,205546
PF04422,1,LUCA,0.109738925,0.037516856,0.025247452,0.06012696,0.013138582,0.064569172,0.025584574,0.084090138,0.012063003,0.063103723,0.09195861,0.061759822,0.017172579,0.020241077,0.038934144,0.075698783,0.065919953,0.012480392,0.033865848,0.086789407,0,0,436044
PF04432,2,preLUCA,0.066742418,0.049307676,0.036319558,0.063302848,0.032803075,0.073204173,0.024873811,0.082573258,0.01609132,0.073652322,0.078531712,0.077614904,0.023324261,0.043567882,0.034099323,0.056900572,0.049294345,0.011499074,0.031502725,0.074794744,0,0,975122
PF04446,1,LUCA,0.077849134,0.07054465,0.028734706,0.062308721,0.013810588,0.061979564,0.013432407,0.046992415,0.014384862,0.06406656,0.101247295,0.057133253,0.022879914,0.087884921,0.046936389,0.089019462,0.043098558,0.003158507,0.030681635,0.06385646,0,0,142789
PF04455,1,LUCA,0.064136705,0.04740811,0.028266636,0.084513281,0.004867448,0.088807475,0.033321695,0.070353906,0.03445778,0.081063334,0.092648277,0.05570466,0.025692204,0.035718939,0.03646938,0.063469646,0.058133172,0.000536774,0.021867036,0.07256354,0,0,191887
PF04851,1,LUCA,0.08865537,0.0555772,0.038430211,0.051494014,0.007948706,0.066161123,0.047122669,0.060693565,0.025058409,0.063906647,0.098302495,0.0601679,0.015799482,0.043084789,0.040015787,0.054213512,0.068012345,0.008945864,0.038436964,0.067972949,0,0,7107195
PF04909,1,LUCA,0.096735691,0.063083389,0.03138577,0.071394198,0.012690662,0.061642142,0.028547496,0.071707779,0.034760456,0.049386405,0.100275826,0.037241969,0.023617607,0.047133843,0.06339212,0.0446887,0.040187733,0.021019022,0.034279463,0.06682973,0,0,8661250
PF05050,1,LUCA,0.081804054,0.051285414,0.047938434,0.063395668,0.012551904,0.077716606,0.029142508,0.074152701,0.025503534,0.06802421,0.097254463,0.05343565,0.015952017,0.044293122,0.04001751,0.05895919,0.046275182,0.008244118,0.030124276,0.073929439,0,0,2051402
PF05168,1,LUCA,0.10357087,0.061301841,0.033327653,0.053628801,0.012859987,0.095585026,0.032084217,0.037282836,0.026280999,0.057965263,0.111482793,0.078620456,0.015298615,0.046162741,0.023763781,0.058768283,0.037405001,0.011857769,0.053081005,0.049672061,0,0,1285149
PF05201,1,LUCA,0.099499604,0.061239026,0.032113133,0.046607915,0.016620803,0.081298098,0.047311183,0.06182158,0.034637934,0.053709667,0.106726275,0.047694948,0.015012474,0.040133759,0.02018339,0.067526404,0.057481854,0.004160155,0.026874953,0.079346843,0,0,1665082
PF05362,1,LUCA,0.09542935,0.038196255,0.028440804,0.053157411,0.004162437,0.070692315,0.026849597,0.104195543,0.018241517,0.081731422,0.090382878,0.066710938,0.023115324,0.023067471,0.043704754,0.055955036,0.059591922,0.004112065,0.018315117,0.093947843,0,0,3573387
PF05491,1,LUCA,0.078841105,0.074934311,0.01711258,0.055026645,0.003332783,0.093838042,0.028396012,0.104618921,0.021318095,0.07015947,0.116683711,0.037029618,0.023282621,0.031635078,0.044829149,0.028029347,0.067673647,0.003360898,0.034689055,0.065208911,0,0,853641
PF05496,1,LUCA,0.085697367,0.071142518,0.026141004,0.054107177,0.00248751,0.064440584,0.029536492,0.085434185,0.022957816,0.076701801,0.135974366,0.041581023,0.022858684,0.039795771,0.059790595,0.046340672,0.061132385,0.001003601,0.016264217,0.056612232,0,0,2279790
PF05559,1,LUCA,0.074558344,0.058614525,0.032561742,0.055326145,0.008913309,0.06207241,0.031478219,0.08115727,0.031870687,0.055000176,0.100277335,0.060902831,0.021740859,0.037469538,0.049503027,0.070692346,0.046551047,0.019167005,0.033254101,0.068889083,0,0,766943
PF05573,1,LUCA,0.106498534,0.035572468,0.028212215,0.08594986,0.020764416,0.073618155,0.034065398,0.076744855,0.025423199,0.039999875,0.052544196,0.047444548,0.028806288,0.052544196,0.046187615,0.058362985,0.058128482,0.014226486,0.042319886,0.072586344,0,0,319826
PF05598,2,preLUCA,0.058107387,0.091543193,0.031839765,0.053826225,0.014520583,0.061471895,0.034252248,0.052162392,0.025247806,0.061539686,0.121558491,0.047333005,0.029652762,0.060804299,0.0465033,0.061949381,0.041444012,0.015082072,0.040511146,0.050650354,0,0,678554
PF05690,1,LUCA,0.148705183,0.056493476,0.030117252,0.053471189,0.01169755,0.060958119,0.022246307,0.08276029,0.012414125,0.05955476,0.107131406,0.03791941,0.030156791,0.023058208,0.056250826,0.051294925,0.056027133,0.004601676,0.018079017,0.077062359,0,0,1846284
PF05958,1,LUCA,0.096208034,0.055718353,0.041849947,0.059113763,0.015963981,0.065620818,0.045825646,0.056357573,0.023258145,0.057356753,0.098164354,0.053417086,0.019726108,0.044651554,0.047657726,0.045932996,0.049354305,0.006642932,0.031785706,0.08539422,0,0,2664185
PF06094,1,LUCA,0.076132168,0.065611942,0.0274346,0.062021492,0.009296389,0.077379845,0.028998568,0.095313024,0.021965481,0.044356922,0.099075129,0.035229008,0.013679949,0.035796424,0.049810146,0.045067383,0.047796379,0.017985629,0.064411947,0.082637574,0,0,629169
PF06314,1,LUCA,0.088004938,0.061188554,0.022274037,0.056981034,0.008164928,0.062818312,0.023316841,0.086419554,0.023716212,0.049782262,0.096066998,0.038759205,0.021761712,0.037875747,0.074595737,0.048854429,0.057465121,0.015633982,0.042607694,0.083712703,0,0,495779
PF06463,1,LUCA,0.074937408,0.087545382,0.035011287,0.065213709,0.027497994,0.076260518,0.029647208,0.073697879,0.02658831,0.059707841,0.095001959,0.042596966,0.023646574,0.041520867,0.043751423,0.056496707,0.049803548,0.011961717,0.025057741,0.054054962,0,0,1340025
PF06560,1,LUCA,0.062291092,0.046257378,0.038689405,0.060469585,0.008198637,0.080276157,0.022581495,0.086575381,0.034827513,0.061990599,0.074244037,0.059371487,0.025271093,0.035643667,0.051106074,0.044958951,0.045782525,0.011481802,0.069395341,0.080587779,0,0,269557
PF06745,1,LUCA,0.055323518,0.059364587,0.030543524,0.057581602,0.007251172,0.07585561,0.0289387,0.088961782,0.018160694,0.079585408,0.10551788,0.053488881,0.026616906,0.046228836,0.031499637,0.067978027,0.06123472,0.005800846,0.028663607,0.071404062,0,0,4394876
PF06827,1,LUCA,0.044760595,0.097927811,0.0187449,0.025907401,0.14253478,0.054058751,0.058758198,0.091044859,0.029909235,0.040197145,0.0351023,0.050958526,0.007167538,0.026395983,0.07198767,0.051013932,0.05966988,0.014702771,0.021515206,0.05764252,0,0,397068
PF06897,1,LUCA,0.129378557,0.035660852,0.019164623,0.056290778,0.000917743,0.06033193,0.021748184,0.133273179,0.009354804,0.060563293,0.131322012,0.04099764,0.022249472,0.05012108,0.028072124,0.058141687,0.048640353,0.011390804,0.00672497,0.075655916,0,0,129666
PF07085,1,LUCA,0.101878995,0.051708342,0.037719807,0.058881536,0.010968314,0.061253318,0.026614271,0.084521803,0.018036574,0.079573752,0.116222692,0.034621558,0.025568965,0.023142026,0.038315779,0.056842046,0.068778983,0.002768648,0.01583161,0.086750982,0,0,743323
PF07194,1,LUCA,0.068888889,0.035769819,0.028601163,0.076204469,0.012072238,0.126287114,0.029005204,0.044083257,0.010205081,0.086042241,0.088821549,0.062185491,0.022142639,0.046483012,0.025552495,0.067731864,0.047444138,0.00201408,0.021322314,0.099142945,0,0,163350
PF07503,2,preLUCA,0.061259979,0.101043739,0.041357789,0.063621023,0.123939335,0.059039842,0.026304846,0.04185268,0.030934142,0.046581642,0.053833174,0.020273359,0.01742086,0.045035106,0.090736941,0.037099662,0.051314039,0.005911201,0.056596316,0.025844322,0,0,290973
PF07556,2,preLUCA,0.100734551,0.021764751,0.015627432,0.022150186,0.004247203,0.025905712,0.018560201,0.111289553,0.006384393,0.111652752,0.146887979,0.02199453,0.032215982,0.071920778,0.042852519,0.056167338,0.052046144,0.00817568,0.02563393,0.103788386,0,0,404737
PF07676,1,LUCA,0.061395566,0.060083163,0.045385229,0.081253264,0.004211995,0.036303638,0.026728411,0.097180047,0.013673952,0.048866208,0.055695318,0.037960748,0.011380219,0.059855573,0.07100016,0.109147595,0.063645599,0.026022216,0.046542409,0.043668687,0,0,2860402
PF07690,4,preLUCA,0.124243558,0.03949823,0.020852732,0.0214033,0.007924042,0.021077156,0.022819752,0.10390216,0.010223473,0.072164298,0.142864683,0.020086231,0.032467139,0.064955815,0.042326958,0.066111567,0.05449619,0.019553821,0.026682375,0.08634652,0,0,97975124
PF07728,2,preLUCA,0.083715926,0.067494738,0.035724858,0.06007033,0.008752717,0.072963689,0.029487158,0.076831397,0.017939646,0.061037578,0.118351187,0.042031434,0.018601448,0.038336556,0.050903934,0.052037167,0.059007683,0.009039768,0.027434162,0.070238625,0,0,2337560
PF07748,1,LUCA,0.072120488,0.070887986,0.043897256,0.073116052,0.008830451,0.072586926,0.032383988,0.06532579,0.026336229,0.053025208,0.085587696,0.045607884,0.012276144,0.039321061,0.044749382,0.05907828,0.063001036,0.019883656,0.034392116,0.077592371,0,0,941175
PF07784,1,LUCA,0.092841068,0.07126451,0.019248765,0.031374945,0.002234991,0.057784961,0.021073878,0.066400118,0.008947698,0.109251626,0.17203245,0.036185203,0.009775186,0.055240629,0.018413543,0.051234659,0.061048512,0.007911405,0.025412391,0.082323463,0,0,129307
PF07788,1,LUCA,0.073158863,0.068589079,0.019696617,0.07671314,0.002919584,0.096832886,0.014682548,0.046522944,0.017052066,0.099858252,0.084519855,0.09869465,0.015423022,0.023335519,0.022997017,0.051431231,0.028878499,0.003363869,0.033638691,0.121691666,0,0,47267
PF07812,1,LUCA,0.110990576,0.06008543,0.024557597,0.065658689,0.006990304,0.079530816,0.01852329,0.091646891,0.023072751,0.064817954,0.089178927,0.036158384,0.027852736,0.037473727,0.031819106,0.06515696,0.037873754,0.006807241,0.037955116,0.083849753,0,0,147490
PF07831,1,LUCA,0.138405773,0.061548663,0.026656887,0.065056733,0.004934265,0.066466258,0.026412396,0.094780866,0.023484066,0.07015214,0.092371152,0.066781133,0.016812435,0.01720325,0.028473897,0.0420209,0.043413756,0.00599002,0.026871742,0.082163668,0,0,539898
PF07854,1,LUCA,0.093119317,0.019750314,0.026813748,0.020710307,0.006239954,0.047995244,0.011097166,0.082202699,0.011132395,0.131532246,0.145958562,0.046431953,0.032503248,0.061364687,0.045410309,0.054191162,0.036721932,0.010775701,0.02509633,0.090952727,0,0,227085
PF07883,2,preLUCA,0.069012045,0.042864484,0.026949984,0.051943845,0.009877225,0.092080396,0.028090874,0.099758123,0.057289422,0.056705191,0.075397124,0.035314199,0.017650695,0.041247481,0.058553194,0.045198805,0.055322444,0.013697417,0.031732823,0.09131423,0,0,4606051
PF07885,1,LUCA,0.085312347,0.020960475,0.016740204,0.033420533,0.004598889,0.025855215,0.014516042,0.097210641,0.009638032,0.090966084,0.120611882,0.011447475,0.027049182,0.0796771,0.027197988,0.06514697,0.097620957,0.018480967,0.050103504,0.103445513,0,0,1135709
PF07969,1,LUCA,0.110648928,0.062886403,0.029800601,0.068704442,0.008707147,0.061873791,0.029058316,0.088769781,0.031203298,0.051215832,0.095434845,0.036024228,0.024258316,0.0305113,0.051318537,0.048276341,0.055703067,0.015026211,0.02790899,0.072669626,0,0,10320832
PF07973,1,LUCA,0.058619617,0.078486982,0.028694831,0.043902843,0.02497898,0.061319579,0.0275948,0.119926203,0.031039665,0.081509281,0.064354252,0.057577124,0.015419605,0.031001925,0.024691289,0.061077671,0.057171264,0.01227233,0.032527614,0.087834147,0,0,1616319
PF07992,3,preLUCA,0.10025107,0.055092624,0.031244855,0.059138578,0.01140824,0.068589952,0.028357179,0.106004535,0.020851389,0.064772441,0.085629177,0.050048368,0.017842321,0.030721427,0.040302032,0.046358185,0.057153799,0.006860336,0.0254403,0.093933192,3.65E-06,2.27E-08,44137923
PF08068,1,LUCA,0.029530034,0.050133348,0.04207719,0.067834787,0.008380892,0.09084942,0.027864911,0.070563931,0.03305374,0.068594801,0.076429864,0.076872055,0.006591402,0.0180469,0.100453245,0.067440961,0.05708403,0.004366631,0.033565023,0.070266834,0,0,144734
PF08241,1,LUCA,0.10201267,0.06183917,0.028034139,0.071065975,0.01866853,0.060077587,0.02564787,0.086820125,0.026120458,0.052261639,0.11082671,0.040024007,0.018346998,0.046931664,0.044884522,0.051153546,0.03877711,0.008388763,0.022251909,0.085866608,0,0,7672645
PF08264,1,LUCA,0.093500279,0.060626188,0.034925948,0.06043104,0.009013153,0.086391149,0.03421036,0.032655216,0.022138164,0.061433875,0.10680359,0.05975041,0.022298634,0.040634789,0.040112804,0.055378121,0.053084505,0.024755669,0.033297098,0.068559009,0,0,7122813
PF08352,1,LUCA,0.087305561,0.075048784,0.022569128,0.048568413,0.035831064,0.070758642,0.030302812,0.059198914,0.032547627,0.044547257,0.083816715,0.034690767,0.013211743,0.029524939,0.133636881,0.053911077,0.053915453,0.002638899,0.030141163,0.057834162,0,0,3884953
PF08438,1,LUCA,0.109219794,0.039748837,0.048107734,0.069605894,0.00762304,0.0888641,0.036436584,0.059733904,0.00822216,0.068697318,0.096330614,0.07839479,0.014335705,0.034637424,0.041961804,0.046715184,0.039095742,0.002574598,0.032113203,0.077581569,0,0,555815
PF08443,1,LUCA,0.095346461,0.055903118,0.038644526,0.057431848,0.008173668,0.072540072,0.029245376,0.086526547,0.017421005,0.072708922,0.08693807,0.062907335,0.019994632,0.032492885,0.041226482,0.049806372,0.045584383,0.007658413,0.026170881,0.093279004,0,0,2641409
PF08494,1,LUCA,0.082111935,0.086570929,0.030077917,0.061126921,0.007046547,0.076487199,0.033288919,0.055454481,0.022233006,0.06320179,0.116037462,0.0449288,0.021970357,0.04487287,0.043395678,0.058729088,0.044958958,0.008473294,0.024576555,0.074457294,0,0,1823730
PF08660,1,LUCA,0.082111914,0.062321433,0.023205036,0.029534738,0.013054284,0.038175652,0.025876286,0.065898585,0.013727904,0.086083947,0.112018304,0.068790504,0.018954264,0.056212399,0.047095306,0.062739541,0.053332094,0.021486144,0.036236092,0.083145572,0,0,86102
PF09180,1,LUCA,0.085828268,0.046199499,0.02142111,0.049093118,0.051348968,0.117262549,0.020418089,0.085911537,0.012762962,0.064585052,0.048716512,0.0995564,0.011735339,0.039677974,0.039594704,0.042643508,0.055478384,0.018169809,0.032376742,0.057219476,0,0,528404
