ancestor,pfamIDs,A,R,N,D,C,E,Q,G,H,I,L,K,M,F,P,S,T,W,Y,V,U,O,median_PfamLen,mean_PfamLen,concat_length,Clans,avg_clustering_allPhases,avg_clustering_trunc,avg_transfer,phylostrata_age,GC_content
LBCA,PF07143,0.09201432,0.05897417,0.029979821,0.058447914,0.002738541,0.055243452,0.050004358,0.098577433,0.028917254,0.031816689,0.083724953,0.034712772,0.014349689,0.046169729,0.044902693,0.070333921,0.065708233,0.040159687,0.040977562,0.052246811,0,0,173,168.3600451,298334,CL0116,0.827316171,0.84707982,0.146379,postLUCA,0.54209573
PVC,PF07146,0.04530374,0.048126382,0.043689882,0.048254977,0.025635255,0.074983283,0.04084152,0.047213364,0.028554344,0.063705571,0.141196441,0.046223188,0.014518286,0.05707011,0.03618641,0.082435317,0.042551823,0.02198318,0.034167481,0.057359447,0,0,297,285.8970588,155528,PF07146,0.879136492,0.85998671,0.07397185,modern,0.408236203
Proteobacteria,PF07148,0.091137804,0.043034144,0.035921687,0.055367445,0.00043507,0.047990164,0.047233519,0.058677764,0.017724392,0.05058167,0.09961222,0.049144046,0.019918661,0.041388442,0.072467606,0.066055046,0.073507992,0.003991299,0.043658375,0.082152653,0,0,133,129.2542787,52865,PF07148,0.83171885,0.801681218,0.09888155,modern,0.483081912
post-LBCA,PF07152,0.09992249,0.066148785,0.031320943,0.071488365,0.01037601,0.071777736,0.047033088,0.048834766,0.025888351,0.050016363,0.112014055,0.044738791,0.028458239,0.024792876,0.028833732,0.059655166,0.058184198,0.027386878,0.026994161,0.066135005,0,0,172,169.2623907,290285,CL0236,0.866364696,0.85412002,0.1464595,modern,0.487469697
LUCA,PF07155,0.112655731,0.0184223,0.025675548,0.015905945,0.006299422,0.015325685,0.01530293,0.1128245,0.00806106,0.111861193,0.12640182,0.031457286,0.027080686,0.071559685,0.041001233,0.053810562,0.057129041,0.016859771,0.035833886,0.096531715,0,0,154,147.7170868,527350,CL0315,0.864224857,0.860850454,0.174412,LUCA,0.462745534
post-LBCA,PF07157,0.083577471,0.079956549,0.02113302,0.067316238,0.006418908,0.066164127,0.041739359,0.10197834,0.028341947,0.041179762,0.091148491,0.033016228,0.015207874,0.049376214,0.052964219,0.046578228,0.046644063,0.011389447,0.035847131,0.080022384,0,0,86,83.9198895,30379,PF07157,0.903011662,0.899950986,0.3816415,modern,0.539155158
post-LBCA,PF07158,0.151030254,0.026957675,0.024901011,0.019009726,0.006198824,0.013185715,0.011542306,0.107946027,0.010590858,0.096134625,0.133952255,0.016491754,0.042209664,0.062824357,0.039893515,0.042084727,0.051983624,0.012099719,0.016520586,0.114442779,0,0,149,145.7310924,104052,CL0182,1.040687689,1.048771455,0.2323845,modern,0.505906464
Terrabacteria,PF07161,0.10715133,0.030943908,0.02997797,0.078257922,0.000508388,0.048220641,0.04282325,0.094958482,0.01038807,0.041586172,0.084748348,0.054270463,0.014980512,0.024385697,0.052236909,0.065099136,0.092196238,0.009778004,0.01899678,0.098491781,0,0,192,185.5660377,118020,CL0048,0.785899523,0.784789647,0.0458601,modern,0.534266883
LBCA,PF07166,0.085554289,0.028256687,0.039640236,0.067468049,0.01936061,0.072087637,0.048021664,0.071425946,0.028844858,0.057873519,0.059196902,0.072075384,0.017865677,0.047752086,0.025438371,0.051011531,0.067419035,0.009704812,0.060299722,0.070702986,0,0,117,111.0326531,81609,PF07166,0.811203055,0.798691682,0.3046915,postLUCA,0.452100591
Proteobacteria,PF07167,0.083307813,0.059564626,0.054270754,0.056817038,0.003561371,0.061093681,0.049182469,0.047090191,0.017354991,0.050850724,0.106956773,0.048687775,0.023976614,0.048897645,0.060569006,0.049285263,0.056489383,0.022149886,0.033153088,0.066740907,0,0,170,166.4723708,466955,CL0028,0.814704489,0.796481251,0.1398165,modern,0.455665483
unclassifiable,PF07168,0.125872389,0.016590915,0.036890776,0.020780038,0.005695883,0.015705072,0.013941667,0.12601313,0.005836624,0.090289679,0.127263244,0.032345661,0.03152605,0.076761957,0.033322571,0.061934448,0.037577925,0.01971206,0.033272897,0.088667014,0,0,129,140.4523256,120789,CL0184,1.185401698,1.178638924,0.2817675,unclassifiable,0.465835569
LBCA,PF07171,0.11034535,0.054704586,0.025695061,0.069659511,0.012477044,0.045788998,0.027109286,0.109606368,0.023886448,0.053744507,0.086771625,0.036004956,0.018970524,0.033730246,0.057007183,0.054792229,0.058307871,0.008162664,0.021320925,0.091914621,0,0,176,171.9321918,502042,PF07171,0.921284384,0.891937618,0.3312435,postLUCA,0.547453761
Terrabacteria,PF07176,0.092606514,0.060018532,0.040123079,0.04501827,0.00024476,0.067203972,0.058445078,0.057955559,0.006363748,0.064633997,0.137624784,0.041941293,0.008688963,0.041766464,0.046958863,0.074074722,0.059161873,0.002115422,0.02879421,0.0662599,0,0,126,124.0759219,57199,CL0028,0.784911522,0.773650141,0.177847,modern,0.458258103
Proteobacteria,PF07178,0.077706366,0.055674575,0.013435954,0.034780079,0.007723029,0.022613663,0.018963739,0.083207702,0.02975482,0.081567881,0.14298183,0.04141871,0.027215742,0.071041286,0.068343516,0.043005634,0.037715888,0.041974133,0.042344415,0.058531038,0,0,89,85.15540541,37809,PF07178,1.16929305,1.178753172,0.16377365,modern,0.456769582
LBCA,PF07179,0.128334638,0.051422067,0.023615281,0.062457139,0.003784591,0.07930853,0.03336416,0.072029594,0.015462759,0.037578431,0.111918617,0.026375471,0.020584762,0.041189443,0.071207228,0.051538735,0.052332646,0.010935477,0.017283915,0.089276517,0,0,111,108.7666357,351425,PF07179,1.014122514,0.985503006,0.125735,postLUCA,0.548958896
Proteobacteria,PF07183,0.193105349,0.112159686,0.007783237,0.061584862,0.010377649,0.049131683,0.020722868,0.076129785,0.015355678,0.023576722,0.144914141,0.02104717,0.011966727,0.022798398,0.056071735,0.044575246,0.039370206,0.019198651,0.007329215,0.062800992,0,0,291,270.4868421,61671,PF07183,0.832718738,0.82379652,0.212474,modern,0.633813353
TACK,PF07185,0.074475717,0.019753416,0.025676104,0.017234188,0.001968668,0.026193297,0.010610788,0.072073274,0.012546089,0.102771151,0.156525801,0.028295434,0.038756069,0.082016717,0.04883298,0.082033401,0.039139792,0.01982015,0.062630341,0.078646624,0,0,167,155.6857143,59939,PF07185,1.011682757,0.982264133,0.0991774,modern,0.370075526
Terrabacteria,PF07187,0.112963508,0.021692678,0.019363339,0.034732447,0.00411504,0.02058275,0.017924963,0.072507758,0.024546779,0.056259013,0.145698839,0.015169019,0.024735543,0.077483559,0.056976314,0.043577895,0.058656307,0.040440649,0.059324529,0.093249069,0,0,170,166.802267,264882,PF07187,0.958030581,0.99412171,0.0904296,modern,0.457296012
Proteobacteria,PF07191,0.068217998,0.043683866,0.037175766,0.045182133,0.13180073,0.064331866,0.068733027,0.057542841,0.043964791,0.026968817,0.072759622,0.068592565,0.008521397,0.038767675,0.046867684,0.057121453,0.024721416,0.008849143,0.035490214,0.050706995,0,0,65,63.75522388,21358,CL0167,0.827907338,0.772878837,0.115493,modern,0.458645573
unclassifiable,PF07194,0.068888889,0.035769819,0.028601163,0.076204469,0.012072238,0.126287114,0.029005204,0.044083257,0.010205081,0.086042241,0.088821549,0.062185491,0.022142639,0.046483012,0.025552495,0.067731864,0.047444138,0.00201408,0.021322314,0.099142945,0,0,78,77.41706161,163350,CL0634,0.790490978,0.844596023,0.1151105,unclassifiable,0.409548317
LBCA,PF07195,0.08719357,0.040109376,0.060482439,0.07876963,0.000115773,0.056866012,0.048032942,0.074685206,0.003176883,0.056858163,0.093117604,0.056618768,0.020053216,0.031540229,0.015423287,0.092976322,0.097886853,0.002700056,0.024204357,0.059189316,0,0,230,237.3080326,1019238,PF07195,0.709350432,0.710797347,0.1572065,postLUCA,0.4400287
LBCA,PF07196,0.112783831,0.022482436,0.072207515,0.077884126,0.0000967,0.039390082,0.032766521,0.092607677,0.003741981,0.07740556,0.074895632,0.041426535,0.007473781,0.023566847,0.009505142,0.105223501,0.113415131,0.000356379,0.010767743,0.082002851,0,0,52,51.17769672,196420,PF07196,0.729113543,0.743931596,0.2159825,postLUCA,0.469176768
post-LBCA,PF07201,0.097257048,0.06553116,0.033560638,0.068451471,0.00422757,0.089222372,0.063199499,0.050555012,0.01306495,0.038308055,0.122897682,0.071677573,0.01968534,0.034111064,0.033048437,0.088786619,0.049874625,0.002897376,0.019478931,0.034164577,0,0,164,157.6,130808,CL0646,0.912128074,0.918841447,0.07046215,modern,0.451058943
Proteobacteria,PF07208,0.143061692,0.035959745,0.073433153,0.032809687,0.003927344,0.028800524,0.0644739,0.031296024,0.030846015,0.057641957,0.125429553,0.038046146,0.036041564,0.024095893,0.037555228,0.090001636,0.061692031,0,0.001636393,0.083251514,0,0,44,43.65,24444,PF07208,1.075479078,1.304588511,0.0461164,modern,0.469904241
Proteobacteria,PF07209,0.099828312,0.056453029,0.041596074,0.077610875,0.012193809,0.090337313,0.04378892,0.037737346,0.028682649,0.055960064,0.115268893,0.025254557,0.013009752,0.050112475,0.053517903,0.039306902,0.051075741,0.01179717,0.033827621,0.062640594,0,0,168,166.6506138,176483,CL0766,0.866351555,0.890010818,0.148808,modern,0.470897245
Terrabacteria,PF07210,0.139367318,0.049833674,0.014102416,0.056563788,0.01012086,0.061007719,0.035525758,0.135205949,0.007975957,0.026907615,0.056923413,0.02189856,0.000346781,0.042654028,0.049795143,0.051773077,0.094311512,0.010416265,0.011867607,0.123402561,0,0,96,94.26029056,77859,CL0287,0.772654466,0.760412806,0.0665676,modern,0.616415009
Proteobacteria,PF07219,0.14614356,0.089567346,0.026987882,0.025963339,0.001863929,0.046437756,0.03858292,0.072257082,0.016758903,0.051852614,0.149801469,0.038607608,0.019861337,0.035974242,0.019503364,0.050622338,0.043578085,0.023206534,0.030415372,0.072014319,0,0,107,105.5755864,243035,CL0020,1.609236151,1.59760577,0.0513422,modern,0.511840877
unclassifiable,PF07221,0.100970287,0.059800799,0.032619445,0.074425663,0.011078753,0.067934322,0.033061571,0.076797324,0.039256455,0.04112226,0.09070978,0.044926705,0.022681001,0.048475661,0.035721724,0.041270204,0.048572963,0.037752544,0.047190822,0.045631717,0,0,340,325.2670738,1757418,CL0059,0.905518372,0.916932367,0.1436875,unclassifiable,0.500168137
LBCA,PF07224,0.120137242,0.048715879,0.031207427,0.059160402,0.003557193,0.038145214,0.034688935,0.09904637,0.038195671,0.043796357,0.092436551,0.017331853,0.017281397,0.035471013,0.064483576,0.075382209,0.047252636,0.016600232,0.033604117,0.083505727,0,0,108,103.2239583,39638,CL0028,1.167796295,1.258415325,0.228423,postLUCA,0.557120055
Proteobacteria,PF07226,0.097493983,0.034215758,0.02809459,0.012687036,0.019383698,0.026289631,0.026629696,0.06968714,0.014596631,0.072695407,0.160379826,0.031233651,0.02720519,0.080019881,0.048969342,0.080987758,0.035340588,0.012477765,0.037354818,0.084257612,0,0,111,110.4855491,38228,PF07226,1.137039509,1.225352475,0.03379625,modern,0.436848894
LBCA,PF07228,0.10585537,0.063317213,0.024424099,0.074866465,0.012846886,0.059958693,0.028376031,0.093303118,0.027220105,0.046592615,0.122557702,0.024060251,0.024419439,0.031061743,0.049549142,0.04917908,0.057595922,0.005557836,0.021362457,0.077895831,0,0,191,186.5360121,5793622,CL0238,0.905632844,0.916306915,0.152108,postLUCA,0.483688637
Proteobacteria,PF07233,0.078807145,0.070900926,0.05195515,0.057784619,0.004153497,0.051253791,0.054678605,0.057611557,0.012232778,0.050352045,0.080146101,0.046872581,0.017716123,0.038683997,0.039868108,0.071638719,0.068578247,0.021751209,0.033646971,0.09136783,0,0,89,85.23835404,109787,CL0159,0.763469535,0.820283586,0.06457195,modern,0.463534325
post-LBCA,PF07235,0.107904253,0.031546021,0.009849813,0.008518757,0.007320807,0.021119418,0.027086984,0.122102181,0.015595537,0.080728531,0.176697651,0.032743971,0.021984604,0.028662067,0.089602236,0.04767398,0.022361737,0.01098121,0.027907802,0.109612441,0,0,53,60.91486486,45077,PF07235,0.986205147,0.891008218,0.249431,modern,0.531195769
Proteobacteria,PF07237,0.102664582,0.049360875,0.024381555,0.088149163,0.011067704,0.079581202,0.02197842,0.059444381,0.014593912,0.0369165,0.043280581,0.08130204,0.04649885,0.050924724,0.057922798,0.041777112,0.035056788,0.025257069,0.034911875,0.094929868,0,0,102,100.3131435,165617,CL0032,0.953191099,0.836932432,0.2707535,modern,0.493970199
LBCA,PF07238,0.066045564,0.085565568,0.030985299,0.054814787,0.015242623,0.068890259,0.040360604,0.076245221,0.021876073,0.0659079,0.096301189,0.047308559,0.018823522,0.043265697,0.04414827,0.061190865,0.048382121,0.008957959,0.022589423,0.083098497,0,0,96,94.79584257,1837807,PF07238,0.824687555,0.847563379,0.332086,postLUCA,0.466673825
LBCA,PF07244,0.051153796,0.070281079,0.05472276,0.074001239,0.000762391,0.079986973,0.037521874,0.067839334,0.009056899,0.071668166,0.076987693,0.074074474,0.011139892,0.042299729,0.027829479,0.054622863,0.059473953,0.005326278,0.04396727,0.087283858,0,0,78,77.71105982,2963045,CL0191,0.767320359,0.708140699,0.085356,postLUCA,0.416337872
Proteobacteria,PF07254,0.091931545,0.09658212,0.015741903,0.03588142,0.019964391,0.028419097,0.048257007,0.056176605,0.02443011,0.04745921,0.1758462,0.023330706,0.017502894,0.035998171,0.040395785,0.066061508,0.032427542,0.05127307,0.020304914,0.0720158,0,0,130,127.8395522,102783,PF07254,1.224603559,1.240632774,0.181292,modern,0.499389548
Terrabacteria,PF07261,0.070600013,0.050286853,0.054066672,0.050928794,0.006132105,0.09251129,0.046089548,0.038076512,0.016739839,0.082653235,0.098746644,0.078087825,0.026508112,0.037129313,0.02785933,0.053536959,0.044141281,0.024694517,0.040931577,0.060279581,0,0,70,67.48318691,222762,PF07261,0.848856855,0.839915415,0.122163,modern,0.399708874
Proteobacteria,PF07264,0.096670913,0.048036226,0.022552359,0.025623013,0.004652589,0.028908465,0.020871807,0.075858547,0.011944888,0.073089149,0.173269768,0.023529078,0.027111734,0.076196279,0.053140025,0.047707951,0.040862809,0.033528632,0.028709879,0.087735889,0,0,213,212.2227638,740233,PF07264,1.132911857,1.130871973,0.08406135,modern,0.460206563
Proteobacteria,PF07273,0.085218487,0.041263387,0.047534505,0.059742665,0.000152721,0.060076742,0.069688639,0.056163259,0.010566405,0.051113911,0.11719451,0.067073287,0.022030048,0.030849703,0.053471546,0.064009316,0.048422198,0.002281274,0.034228662,0.078918733,0,0,152,144.9045643,104766,CL0648,0.69925177,0.683879952,0.1143585,modern,0.450655148
LBCA,PF07274,0.086062793,0.023919163,0.02501624,0.023370624,0.007636232,0.051172862,0.02894262,0.08163118,0.037849152,0.078007939,0.095503428,0.030732588,0.02667629,0.067989895,0.074182606,0.05495489,0.051779141,0.038210032,0.032594731,0.083767593,0,0,134,130.4613936,69275,PF07274,0.995561977,0.991748655,0.1806985,postLUCA,0.495643189
LBCA,PF07275,0.079478012,0.029487724,0.039257016,0.098182106,0.016970368,0.124849828,0.027351141,0.066557799,0.024049149,0.06172351,0.085103628,0.026674916,0.019006237,0.051875085,0.025624609,0.051932636,0.032897624,0.017804859,0.074485458,0.046688296,0,0,157,150.1155508,139007,PF07275,0.659729775,0.699103207,0.1698935,postLUCA,0.447806661
Proteobacteria,PF07277,0.093723744,0.053000024,0.042710243,0.063303411,0.007058279,0.073344876,0.050163106,0.068882003,0.027440549,0.043904198,0.121232325,0.039135182,0.020409482,0.056656723,0.048265024,0.05103391,0.042400699,0.008208013,0.028059637,0.061068572,0,0,220,217.120384,293981,PF07277,0.863072647,0.864418268,0.211687,modern,0.470020702
LUCA,PF07282,0.074869689,0.081154421,0.055653728,0.048921748,0.063564694,0.060040047,0.032252505,0.063266529,0.029774858,0.048106579,0.064533049,0.069753001,0.011951249,0.035639012,0.028334635,0.061359225,0.050979502,0.017967221,0.038605624,0.063272684,0,0,68,65.53168414,1462274,CL0167,1.090574042,1.028271046,0.2969865,LUCA,0.460853618
FCB,PF07284,0.128222414,0.04174307,0.012889656,0.022273757,0.001914572,0.039154352,0.034785891,0.056816956,0.00984252,0.060268579,0.145777155,0.025833243,0.024161363,0.076501995,0.022462518,0.03891166,0.068223493,0.034893755,0.053041743,0.102281307,0,0,138,137.3481481,37084,PF07284,1.219042427,1.345626361,0.1996355,modern,0.463783519
LBCA,PF07285,0.072441791,0.056165666,0.04415677,0.068626825,0.002495424,0.087307922,0.036681139,0.051025837,0.020399694,0.069855915,0.09795471,0.060363725,0.02994509,0.045827481,0.037713361,0.052792321,0.054218278,0.008177968,0.037606947,0.066243136,0,0,234,209.2917595,187944,PF07285,0.860326213,0.868890416,0.06457235,postLUCA,0.418187024
post-LBCA,PF07286,0.105613043,0.052966951,0.021402358,0.04946256,0.023011671,0.044158344,0.025157422,0.088341756,0.038026912,0.069536357,0.053393093,0.01710083,0.036542935,0.050515381,0.098985281,0.050771066,0.052761401,0.008432599,0.012348093,0.101471945,0,0,143,141.4638298,199464,PF07286,0.579548432,0.580799581,0.186435,modern,0.549674773
LBCA,PF07287,0.12840598,0.058755418,0.022941938,0.068505149,0.014477365,0.059435429,0.027338925,0.113639143,0.018557429,0.051657105,0.099111869,0.031441448,0.015737568,0.027637131,0.047737997,0.038345116,0.057073484,0.009572554,0.026980827,0.082648124,0,0,340,313.6821918,801458,PF07287,0.768475916,0.756358645,0.200436,postLUCA,0.553940009
Terrabacteria,PF07288,0.050067869,0.055090169,0.056835369,0.044638356,0.000329649,0.161431065,0.053868528,0.016094629,0.019817723,0.058716308,0.078805507,0.078495249,0.005274384,0.041477603,0.030715532,0.04246655,0.055594338,0.000290867,0.074810937,0.075179368,0,0,67,67.67716535,51570,PF07288,0.844697676,1.122472498,0.066301,modern,0.373475556
LBCA,PF07290,0.092909423,0.033804903,0.023196231,0.060768883,0.006821265,0.037815099,0.023890807,0.090819141,0.019677481,0.076986587,0.142244006,0.026498745,0.022036419,0.061633827,0.04201532,0.05751879,0.051896652,0.017285779,0.01857009,0.093610552,0,0,186,176.6331019,152611,CL0021,1.180960494,1.178641393,0.137672,postLUCA,0.48380772
LBCA,PF07291,0.13894785,0.042185655,0.016711143,0.024017363,0.022826391,0.02556665,0.017083109,0.088135327,0.009053433,0.070301463,0.168483268,0.020185095,0.022850279,0.05852142,0.039117794,0.052003494,0.0399095,0.02235205,0.025436974,0.096311741,0,0,122,122.9702056,293038,CL0131,1.050480958,1.055988721,0.153084,postLUCA,0.517572656
Terrabacteria,PF07293,0.069153895,0.032647575,0.055344794,0.057653537,0.061208784,0.107968957,0.027227991,0.05422836,0.010394763,0.068752845,0.092371393,0.076145158,0.021201413,0.032788484,0.040646882,0.041405623,0.038067159,0.000921329,0.0385766,0.073294457,0,0,72,71.29675425,92258,PF07293,0.794226183,0.788621994,0.1183795,modern,0.414942364
post-LBCA,PF07295,0.070771918,0.058939813,0.02406725,0.067864271,0.038442346,0.111987563,0.049199678,0.061022186,0.036830186,0.038672655,0.097190235,0.053642715,0.014797328,0.032588669,0.029345156,0.05062951,0.05690542,0.016265546,0.030180025,0.060657531,0,0,139,110.0401267,104208,CL0167,0.82153377,0.847574325,0.07796525,modern,0.48477818
post-LBCA,PF07298,0.119863994,0.058097089,0.016500274,0.018910676,0.003672597,0.02033968,0.019716924,0.084936793,0.029594847,0.068025055,0.15469111,0.026367076,0.025977853,0.056270521,0.054113114,0.047037596,0.039125249,0.037938119,0.030934886,0.087886547,0,0,184,185.5990712,359691,CL0115,1.181257692,1.185306,0.196591,modern,0.504603517
Terrabacteria,PF07299,0.073137751,0.040390382,0.053060145,0.05294256,0.003674525,0.081339291,0.071344582,0.016608854,0.024634017,0.077312011,0.11114704,0.07066847,0.01369863,0.058674819,0.040743136,0.049944147,0.055735199,0.001058263,0.037979893,0.065906285,0,0,83,82.36803874,34018,PF07299,0.730754097,0.731442167,0.159136,modern,0.378666221
post-LBCA,PF07301,0.085454859,0.057451624,0.011061324,0.01329722,0.002990284,0.027512429,0.017923525,0.061805259,0.009188988,0.11396708,0.135917036,0.052316334,0.05170737,0.08380066,0.041645838,0.060478264,0.043609064,0.018141661,0.028675822,0.083055361,0,0,144,141.9651613,110023,PF07301,1.2044609,1.287035239,0.0977509,modern,0.412545629
post-LBCA,PF07302,0.092245287,0.056059221,0.018579405,0.058598082,0.013861598,0.077907045,0.037859186,0.070047275,0.016643645,0.069327445,0.126067586,0.0441042,0.022227194,0.021361452,0.055670123,0.052946441,0.048530184,0.006050466,0.019668878,0.092245287,0,0,218,210.2290389,102802,CL0399,0.875456993,0.876011664,0.11893455,modern,0.512721884
Terrabacteria,PF07307,0.069472909,0.045172502,0.036408111,0.054116336,0.007102179,0.083356157,0.052784677,0.036596999,0.032177026,0.068112917,0.136433611,0.061369625,0.027275389,0.038561431,0.020928761,0.069057356,0.04844026,0.007791619,0.050045805,0.054796332,0,0,190,183.1885813,105883,CL0613,0.854492649,0.846035902,0.03111775,modern,0.397257395
post-LBCA,PF07308,0.055598544,0.076332054,0.069660625,0.081981687,0.014111683,0.063807625,0.0268742,0.055162049,0.021239447,0.070940349,0.135630884,0.084253445,0.02424531,0.059715485,0.017251471,0.035896749,0.02657163,0.002733054,0.024369314,0.053624396,0,0,68,68.27158822,201606,PF07308,0.966391325,0.832274753,0.135824,modern,0.37651388
Proteobacteria,PF07309,0.127659574,0.084985991,0.04545355,0.062494528,0.004563961,0.071983627,0.044906313,0.045311269,0.012925751,0.069455389,0.118487873,0.034607302,0.019667717,0.025840557,0.031608441,0.061498555,0.051735837,0.015672883,0.020302513,0.050838368,0,0,111,109.5539568,91368,PF07309,0.95339125,0.977877818,0.1103775,modern,0.487472779
Proteobacteria,PF07310,0.090917204,0.097343128,0.021735549,0.065014417,0.011664149,0.063195112,0.026815873,0.079404092,0.02279967,0.052052726,0.12391185,0.026266648,0.025841,0.03990114,0.057730331,0.051647673,0.044741178,0.015412605,0.02619113,0.057414527,0,0,131,126.3313096,145660,CL0183,0.945900625,0.952401923,0.08048445,modern,0.537239143
LUCA,PF07311,0.08971568,0.051417933,0.038363715,0.054324164,0.002972198,0.099929635,0.031994195,0.056757628,0.017301786,0.079388116,0.051538873,0.078358291,0.008429169,0.032001525,0.005009858,0.068811341,0.062518782,0.017825861,0.02319121,0.130150039,0,0,64,62.92942804,272862,CL0319,0.799946934,0.808051801,0.160442,LUCA,0.450072897
LBCA,PF07313,0.064745458,0.061207802,0.048175671,0.0595343,0.009668181,0.059750373,0.032042265,0.068287351,0.031555043,0.064804772,0.096838564,0.054886626,0.019065211,0.036524709,0.038990476,0.066173231,0.062957565,0.010994272,0.048230748,0.065567381,0,0,220,212.450045,236032,CL0125,0.72325699,0.71654875,0.105302,postLUCA,0.431002695
post-LBCA,PF07314,0.057174245,0.029425756,0.048047356,0.043913037,0.004914101,0.037866044,0.027184495,0.04222596,0.022966803,0.090337072,0.150905087,0.04513911,0.023319912,0.10969922,0.033383521,0.058655341,0.046517217,0.018783441,0.041142112,0.068400171,0,0,171,160.8067823,203903,PF07314,1.023143921,0.997418072,0.1073955,modern,0.369766488
Terrabacteria,PF07315,0.072733909,0.033577518,0.036340885,0.065434448,0.023957872,0.116478532,0.041997967,0.044213874,0.009671785,0.077947809,0.064365599,0.059673088,0.011939832,0.040485936,0.058578169,0.047342214,0.034672437,0.013660419,0.06170651,0.0852212,0,0,92,91.98800959,38359,CL0172,0.951275833,0.924076167,0.1143705,modern,0.444879633
Proteobacteria,PF07317,0.083368292,0.074754594,0.035657354,0.060421736,0.009173029,0.069329082,0.047696954,0.062687026,0.023449954,0.058282294,0.118242582,0.029490729,0.014738373,0.052311436,0.048144419,0.055247923,0.052199569,0.007411136,0.021688061,0.075705456,0,0,104,103.4934877,71514,PF07317,0.819469159,0.822183474,0.1035205,modern,0.472747203
Euryarchaeota,PF07318,0.080339508,0.048155393,0.029318568,0.060664333,0.007459894,0.072590691,0.013299926,0.098873201,0.012319482,0.084668615,0.096599709,0.068668918,0.022559667,0.041941183,0.039118264,0.063885113,0.040231328,0.007043087,0.033567156,0.078695963,0,0,342,308.2175182,211129,CL0108,0.799600556,0.807484956,0.0874373,modern,0.46248996
Terrabacteria,PF07319,0.047387675,0.052631579,0.061227957,0.057671616,0.019888326,0.091626743,0.067774342,0.039652068,0.028280838,0.056323831,0.095092476,0.079111594,0.037794616,0.032754579,0.039550134,0.057739572,0.03338883,0.003024022,0.048350379,0.050728823,0,0,93,93.13607595,88293,PF07319,0.747196646,0.742079961,0.06480725,modern,0.398050499
Proteobacteria,PF07323,0.126288198,0.10254055,0.023523613,0.058047316,0.004693521,0.085301102,0.044750874,0.047898557,0.015940048,0.0273434,0.129738328,0.026088807,0.036170356,0.028093915,0.038220271,0.067535173,0.048548257,0.010686441,0.023209965,0.055381307,0,0,152,147.5570248,89272,PF07323,0.770383341,0.769943946,0.008468245,modern,0.527401101
Proteobacteria,PF07330,0.105340008,0.038187615,0.013856606,0.032838667,0.003560999,0.030946421,0.020650814,0.077328804,0.01336492,0.089308064,0.109973777,0.022826152,0.028249598,0.062548424,0.051671733,0.047708445,0.073961499,0.042553191,0.024971691,0.110152572,0,0,81,79.61565836,67116,PF07330,1.478489651,1.469389497,0.091664,modern,0.495925096
LBCA,PF07331,0.118175521,0.038252813,0.011835476,0.02118475,0.007821706,0.024925616,0.016624016,0.094066304,0.007021496,0.075721606,0.168000157,0.019657182,0.02438559,0.071209439,0.053566659,0.05256524,0.045337909,0.020305907,0.02831032,0.101032294,0,0,137,138.1205878,864773,PF07331,1.269146675,1.263268305,0.284793,postLUCA,0.486708043
LBCA,PF07332,0.152553876,0.04790428,0.011447333,0.024268478,0.00545745,0.049169633,0.024927448,0.079681065,0.009398119,0.064840286,0.175550428,0.045394938,0.021499492,0.051775931,0.016631993,0.046601131,0.046834482,0.017315612,0.016002603,0.092745421,0,0,111,106.3298969,608526,PF07332,1.226021495,1.203057258,0.131124,postLUCA,0.48451808
post-LBCA,PF07335,0.090286849,0.056723361,0.031957293,0.077104049,0.006244835,0.046493029,0.023573085,0.081416118,0.010163685,0.052411293,0.067646824,0.065214204,0.013755965,0.032170563,0.08276239,0.078950175,0.048285836,0.011623257,0.047326118,0.075891072,0,0,181,165.7944751,150044,PF07335,1.107045591,1.070542185,0.13148435,modern,0.530553604
LBCA,PF07336,0.167057342,0.089660349,0.020915405,0.080044656,0.006123192,0.062621752,0.02263714,0.068560135,0.02723472,0.02603158,0.130199386,0.008865145,0.009134814,0.020864488,0.057609296,0.043203672,0.056983211,0.018394091,0.009804273,0.074055356,0,0,122,120.4631985,530279,PF07336,0.847629643,0.856475354,0.3611765,postLUCA,0.590871842
Proteobacteria,PF07338,0.139634535,0.039556626,0.047816772,0.055067639,0.000168213,0.049932715,0.046240881,0.079998583,0.018361782,0.063177279,0.052243431,0.063115306,0.018202422,0.025435583,0.019158581,0.085053828,0.071517105,0.007436787,0.049906155,0.067975777,0,0,54,53.68441065,112952,PF07338,0.937739544,0.876299764,0.3589435,modern,0.480025365
Proteobacteria,PF07345,0.159198305,0.083744093,0.020755255,0.094294851,0.002576585,0.113390093,0.035756477,0.057153332,0.015449324,0.027792488,0.082542366,0.068590109,0.03268087,0.048894004,0.006965944,0.030470914,0.03712115,0.010347075,0.014349438,0.057927326,0,0,101,98.88418933,98192,PF07345,0.807621027,0.879075554,0.156563,modern,0.515486491
post-LBCA,PF07348,0.072155808,0.042986651,0.034867503,0.06412632,0.015471209,0.080135485,0.067662881,0.05125523,0.02593146,0.047150827,0.126200438,0.035943415,0.015650528,0.047668858,0.049143256,0.062572226,0.05566846,0.021846981,0.023899183,0.05966328,0,0,173,170.4244482,100380,CL0526,0.85340562,0.827095938,0.0367366,modern,0.464600887
