"PFAM_IDs","robust_classifications"
"PF04238","LBCA"
"PF04239","LBCA"
"PF04240","LUCA"
"PF04241","Proteobacteria"
"PF04242","LACA"
"PF04244","LBCA"
"PF04245","LBCA"
"PF04246","LBCA"
"PF04247","Proteobacteria"
"PF04248","LBCA"
"PF04250","LBCA"
"PF04252","LACA"
"PF04253","post-LBCA"
"PF04254","Euryarchaeota"
"PF04255","LUCA"
"PF04256","Inspect"
"PF04257","post-LBCA"
"PF04259","Terrabacteria"
"PF04260","post-LBCA"
"PF04261","LBCA"
"PF04262","post-LBCA"
"PF04263","post-LBCA"
"PF04264","LBCA"
"PF04265","LBCA"
"PF04266","preLUCA"
"PF04267","Proteobacteria"
"PF04268","Proteobacteria"
"PF04269","Proteobacteria"
"PF04270","Terrabacteria"
"PF04273","LBCA"
"PF04277","LBCA"
"PF04278","Terrabacteria"
"PF04279","Proteobacteria"
"PF04280","Proteobacteria"
"PF04282","Inspect"
"PF04283","Euryarchaeota"
"PF04284","post-LBCA"
"PF04285","LBCA"
"PF04286","LBCA"
"PF04287","Proteobacteria"
"PF04288","Proteobacteria"
"PF04289","LACA"
"PF04290","LBCA"
"PF04293","LBCA"
"PF04294","post-LBCA"
"PF04295","LBCA"
"PF04296","LBCA"
"PF04297","Terrabacteria"
"PF04298","post-LBCA"
"PF04299","LBCA"
"PF04301","post-LBCA"
"PF04303","post-LBCA"
"PF04304","LBCA"
"PF04305","post-LBCA"
"PF04306","Terrabacteria"
"PF04307","preLUCA"
"PF04308","Terrabacteria"
"PF04309","post-LBCA"
"PF04310","Proteobacteria"
"PF04311","Proteobacteria"
"PF04312","LACA"
"PF04313","preLUCA"
"PF04314","Proteobacteria"
"PF04315","Proteobacteria"
"PF04316","unclassifiable"
"PF04317","post-LBCA"
"PF04319","post-LBCA"
"PF04320","post-LBCA"
"PF04321","LUCA"
"PF04322","Euryarchaeota"
"PF04324","LBCA"
"PF04325","Proteobacteria"
"PF04326","LBCA"
"PF04327","Terrabacteria"
"PF04328","post-LBCA"
"PF04332","LBCA"
"PF04333","Proteobacteria"
"PF04335","post-LBCA"
"PF04336","LBCA"
"PF04337","LBCA"
"PF04338","LBCA"
"PF04339","post-LBCA"
"PF04340","Proteobacteria"
"PF04341","LBCA"
"PF04342","post-LBCA"
"PF04343","LUCA"
"PF04344","Proteobacteria"
"PF04345","Proteobacteria"
"PF04346","Terrabacteria"
"PF04347","LBCA"
"PF04348","Proteobacteria"
"PF04349","post-LBCA"
"PF04350","LBCA"
"PF04351","Proteobacteria"
"PF04352","Proteobacteria"
"PF04353","Proteobacteria"
"PF04354","Proteobacteria"
"PF04355","post-LBCA"
"PF04356","Proteobacteria"
"PF04357","LBCA"
"PF04358","unclassifiable"
"PF04359","LBCA"
"PF04361","Proteobacteria"
"PF04362","Proteobacteria"
"PF04363","Proteobacteria"
"PF04364","Proteobacteria"
"PF04365","LBCA"
"PF04366","LBCA"
"PF04367","LBCA"
"PF04368","Proteobacteria"
"PF04371","unclassifiable"
"PF04375","Proteobacteria"
"PF04376","Proteobacteria"
"PF04377","post-LBCA"
"PF04378","Proteobacteria"
"PF04379","post-LBCA"
"PF04380","Proteobacteria"
"PF04381","Proteobacteria"
"PF04383","post-LBCA"
"PF04384","LBCA"
"PF04386","Proteobacteria"
"PF04389","preLUCA"
"PF04390","post-LBCA"
"PF04391","post-LBCA"
"PF04392","LBCA"
"PF04393","post-LBCA"
"PF04394","Terrabacteria"
"PF04397","LBCA"
"PF04399","Proteobacteria"
"PF04400","post-LBCA"
"PF04402","LUCA"
"PF04403","post-LBCA"
"PF04404","LBCA"
"PF04405","Terrabacteria"
"PF04406","LACA"
"PF04407","Euryarchaeota"
"PF04408","LBCA"
"PF04409","unclassifiable"
"PF04410","LACA"
"PF04411","LBCA"
"PF04412","Inspect"
"PF04413","unclassifiable"
"PF04414","unclassifiable"
"PF04415","Euryarchaeota"
"PF04417","Terrabacteria"
"PF04422","LBCA"
"PF04423","LACA"
"PF04430","unclassifiable"
"PF04432","LUCA"
"PF04434","unclassifiable"
"PF04439","LBCA"
"PF04442","Proteobacteria"
"PF04443","LBCA"
"PF04444","Terrabacteria"
"PF04445","post-LBCA"
"PF04446","post-LBCA"
"PF04450","LBCA"
"PF04452","LBCA"
"PF04453","Proteobacteria"
"PF04454","LBCA"
"PF04455","Inspect"
"PF04456","post-LBCA"
"PF04457","LACA"
"PF04459","post-LBCA"
"PF04461","Proteobacteria"
"PF04463","LUCA"
"PF04464","LBCA"
"PF04465","LBCA"
"PF04466","LBCA"
"PF04468","post-LBCA"
"PF04471","LUCA"
"PF04472","Inspect"
"PF04473","unclassifiable"
"PF04474","LBCA"
"PF04475","Euryarchaeota"
"PF04476","Proteobacteria"
"PF04480","LBCA"
"PF04481","Terrabacteria"
"PF04483","Terrabacteria"
"PF04485","Terrabacteria"
"PF04486","Terrabacteria"
"PF04488","LBCA"
"PF04492","LBCA"
"PF04493","LBCA"
"PF04505","unclassifiable"
"PF04509","Inspect"
"PF04518","PVC"
"PF04519","LBCA"
"PF04525","post-LBCA"
"PF04531","Terrabacteria"
"PF04536","post-LBCA"
"PF04539","LBCA"
"PF04542","LBCA"
"PF04545","LBCA"
"PF04546","Proteobacteria"
"PF04551","LBCA"
"PF04552","unclassifiable"
"PF04555","Inspect"
"PF04556","LBCA"
"PF04560","Inspect"
"PF04561","Inspect"
"PF04563","Inspect"
"PF04565","LACA"
"PF04566","LACA"
"PF04567","LACA"
"PF04575","Proteobacteria"
"PF04577","LBCA"
"PF04586","LBCA"
"PF04587","Inspect"
"PF04588","Proteobacteria"
"PF04602","Terrabacteria"
"PF04606","Proteobacteria"
"PF04607","LBCA"
"PF04608","LBCA"
"PF04609","Euryarchaeota"
"PF04610","LBCA"
"PF04612","post-LBCA"
"PF04613","Proteobacteria"
"PF04616","LBCA"
"PF04630","Terrabacteria"
"PF04632","LBCA"
"PF04634","unclassifiable"
"PF04647","Terrabacteria"
"PF04650","Terrabacteria"
"PF04654","Proteobacteria"
"PF04655","post-LBCA"
"PF04657","LBCA"
"PF04659","Euryarchaeota"
"PF04663","Proteobacteria"
"PF04672","Terrabacteria"
"PF04673","Terrabacteria"
"PF04675","LBCA"
"PF04679","LUCA"
"PF04685","LBCA"
"PF04686","Terrabacteria"
"PF04688","Terrabacteria"
"PF04693","Inspect"
"PF04703","LACA"
"PF04715","LUCA"
"PF04717","unclassifiable"
"PF04723","post-LBCA"
"PF04728","Proteobacteria"
"PF04734","LBCA"
"PF04738","LBCA"
"PF04740","Terrabacteria"
"PF04744","Inspect"
"PF04746","PVC"
"PF04748","post-LBCA"
"PF04751","Proteobacteria"
"PF04752","post-LBCA"
"PF04754","LBCA"
"PF04755","Terrabacteria"
"PF04758","Inspect"
"PF04760","LBCA"
"PF04763","PVC"
"PF04765","LBCA"
"PF04773","LBCA"
"PF04775","LBCA"
"PF04784","LBCA"
"PF04794","LBCA"
"PF04796","unclassifiable"
"PF04800","Proteobacteria"
"PF04809","Proteobacteria"
"PF04816","Terrabacteria"
"PF04820","LUCA"
"PF04828","LBCA"
"PF04829","Proteobacteria"
"PF04830","Proteobacteria"
"PF04832","LBCA"
"PF04839","Terrabacteria"
"PF04851","preLUCA"
"PF04854","post-LBCA"
"PF04860","LBCA"
"PF04862","LBCA"
"PF04865","post-LBCA"
"PF04879","LUCA"
"PF04883","LBCA"
"PF04885","Inspect"
"PF04886","unclassifiable"
"PF04888","Proteobacteria"
"PF04890","PVC"
"PF04891","Proteobacteria"
"PF04892","LUCA"
"PF04893","LUCA"
"PF04894","LACA"
"PF04895","LACA"
"PF04896","unclassifiable"
"PF04898","LBCA"
"PF04909","LUCA"
"PF04914","Terrabacteria"
"PF04917","Proteobacteria"
"PF04919","LACA"
"PF04930","post-LBCA"
"PF04932","LBCA"
"PF04940","LBCA"
"PF04945","LBCA"
"PF04951","LUCA"
"PF04952","LBCA"
"PF04954","LBCA"
"PF04955","post-LBCA"
"PF04956","LBCA"
"PF04957","Proteobacteria"
"PF04958","Proteobacteria"
"PF04960","LBCA"
"PF04961","LUCA"
"PF04962","LBCA"
"PF04963","post-LBCA"
"PF04964","unclassifiable"
"PF04965","LBCA"
"PF04966","LBCA"
"PF04967","LACA"
"PF04970","post-LBCA"
"PF04972","LBCA"
"PF04973","LBCA"
"PF04976","LBCA"
"PF04977","LBCA"
"PF04978","post-LBCA"
"PF04981","LACA"
"PF04982","LBCA"
"PF04983","Inspect"
"PF04984","post-LBCA"
"PF04985","Proteobacteria"
"PF04986","LBCA"
"PF04989","LBCA"
"PF04991","LBCA"
"PF04993","unclassifiable"
"PF04994","LBCA"
"PF04995","Proteobacteria"
"PF04996","Proteobacteria"
"PF04997","Inspect"
"PF04998","Euryarchaeota"
"PF04999","post-LBCA"
"PF05000","LACA"
"PF05013","LBCA"
"PF05014","LUCA"
"PF05015","LBCA"
"PF05016","LUCA"
"PF05019","LBCA"
"PF05023","post-LBCA"
"PF05025","LBCA"
"PF05031","Terrabacteria"
"PF05034","unclassifiable"
"PF05035","LBCA"
"PF05036","unclassifiable"
"PF05037","LBCA"
"PF05043","Inspect"
"PF05045","LBCA"
"PF05048","LUCA"
"PF05050","preLUCA"
"PF05057","LBCA"
"PF05063","LBCA"
"PF05065","LBCA"
"PF05066","post-LBCA"
"PF05067","LBCA"
"PF05068","post-LBCA"
"PF05069","LBCA"
"PF05071","Proteobacteria"
"PF05076","LBCA"
"PF05082","Proteobacteria"
"PF05088","Proteobacteria"
"PF05089","LBCA"
"PF05090","LBCA"
"PF05095","PVC"
"PF05096","LBCA"
"PF05099","LBCA"
"PF05100","Proteobacteria"
"PF05101","post-LBCA"
"PF05103","Terrabacteria"
"PF05105","LBCA"
"PF05106","Proteobacteria"
"PF05107","LBCA"
"PF05108","Terrabacteria"
"PF05114","LBCA"
"PF05116","LBCA"
"PF05117","LBCA"
"PF05118","LBCA"
"PF05119","LBCA"
"PF05120","LBCA"
"PF05121","LBCA"
"PF05123","LACA"
"PF05124","LACA"
"PF05125","Proteobacteria"
"PF05127","Proteobacteria"
"PF05128","LBCA"
"PF05129","TACK"
"PF05130","LBCA"
"PF05133","Terrabacteria"
"PF05134","Proteobacteria"
"PF05135","LBCA"
"PF05136","LBCA"
"PF05137","Proteobacteria"
"PF05138","LBCA"
"PF05139","LBCA"
"PF05140","LBCA"
"PF05141","LBCA"
"PF05144","unclassifiable"
"PF05145","post-LBCA"
"PF05147","LBCA"
"PF05150","post-LBCA"
"PF05151","Terrabacteria"
"PF05153","LBCA"
"PF05154","LBCA"
"PF05157","LBCA"
"PF05159","LBCA"
"PF05161","LUCA"
"PF05163","LBCA"
"PF05164","unclassifiable"
"PF05165","TACK"
"PF05166","Proteobacteria"
"PF05167","Inspect"
"PF05168","preLUCA"
"PF05170","LBCA"
"PF05171","LBCA"
"PF05173","LBCA"
"PF05175","LBCA"
"PF05176","FCB"
"PF05187","LBCA"
"PF05188","LBCA"
"PF05189","post-LBCA"
"PF05190","LBCA"
"PF05191","LUCA"
"PF05192","LBCA"
"PF05193","LBCA"
"PF05194","LBCA"
"PF05195","LBCA"
"PF05198","LBCA"
"PF05199","LBCA"
"PF05201","LUCA"
"PF05209","post-LBCA"
"PF05215","Terrabacteria"
"PF05221","LUCA"
"PF05222","LBCA"
"PF05223","unclassifiable"
"PF05225","post-LBCA"
"PF05226","LBCA"
"PF05227","unclassifiable"
"PF05228","LBCA"
"PF05229","Proteobacteria"
"PF05230","post-LBCA"
"PF05231","LBCA"
"PF05232","Proteobacteria"
"PF05233","Proteobacteria"
"PF05235","LBCA"
"PF05239","LUCA"
"PF05247","Proteobacteria"
"PF05256","Terrabacteria"
"PF05257","LBCA"
"PF05258","LBCA"
"PF05270","LBCA"
"PF05272","LBCA"
"PF05275","Proteobacteria"
"PF05277","Terrabacteria"
"PF05280","Proteobacteria"
"PF05284","Proteobacteria"
"PF05292","unclassifiable"
"PF05299","LBCA"
"PF05302","PVC"
"PF05305","Terrabacteria"
"PF05309","Proteobacteria"
"PF05317","TACK"
"PF05321","Proteobacteria"
"PF05331","Terrabacteria"
"PF05336","LBCA"
"PF05343","LUCA"
"PF05345","LBCA"
"PF05359","LBCA"
"PF05360","LBCA"
"PF05362","unclassifiable"
"PF05368","LUCA"
"PF05369","unclassifiable"
"PF05377","Euryarchaeota"
"PF05378","LUCA"
"PF05384","Terrabacteria"
"PF05389","Terrabacteria"
"PF05400","post-LBCA"
"PF05401","LBCA"
"PF05402","LUCA"
"PF05406","Proteobacteria"
"PF05419","Terrabacteria"
"PF05420","Proteobacteria"
"PF05421","Terrabacteria"
"PF05423","Terrabacteria"
"PF05425","Terrabacteria"
"PF05426","LBCA"
"PF05430","LBCA"
"PF05433","post-LBCA"
"PF05437","Inspect"
"PF05440","Euryarchaeota"
"PF05443","Proteobacteria"
"PF05448","LBCA"
"PF05472","Proteobacteria"
"PF05481","Terrabacteria"
"PF05484","Proteobacteria"
"PF05488","LBCA"
"PF05489","post-LBCA"
"PF05491","unclassifiable"
"PF05494","Proteobacteria"
"PF05495","post-LBCA"
"PF05496","LBCA"
"PF05504","Terrabacteria"
"PF05506","post-LBCA"
"PF05509","LBCA"
"PF05521","LBCA"
"PF05523","LBCA"
"PF05524","LBCA"
"PF05525","LBCA"
"PF05532","LBCA"
"PF05534","LBCA"
"PF05542","Terrabacteria"
"PF05544","LBCA"
"PF05545","Proteobacteria"
"PF05547","LBCA"
"PF05552","LBCA"
"PF05559","LACA"
"PF05565","Inspect"
"PF05567","Proteobacteria"
"PF05569","LBCA"
"PF05572","LBCA"
"PF05573","LBCA"
"PF05576","Proteobacteria"
"PF05580","Terrabacteria"
"PF05582","Terrabacteria"
"PF05591","LBCA"
"PF05592","LBCA"
"PF05593","LBCA"
"PF05594","post-LBCA"
"PF05595","Terrabacteria"
"PF05597","unclassifiable"
"PF05598","LUCA"
"PF05610","LBCA"
"PF05618","Inspect"
"PF05621","post-LBCA"
"PF05626","post-LBCA"
"PF05630","post-LBCA"
"PF05635","LBCA"
"PF05636","Terrabacteria"
"PF05638","LUCA"
"PF05639","Terrabacteria"
"PF05643","post-LBCA"
"PF05649","LBCA"
"PF05650","Proteobacteria"
"PF05651","post-LBCA"
"PF05653","Terrabacteria"
"PF05656","LBCA"
"PF05658","LBCA"
"PF05661","LBCA"
"PF05662","post-LBCA"
"PF05670","Inspect"
"PF05673","post-LBCA"
"PF05675","post-LBCA"
"PF05677","PVC"
"PF05681","LBCA"
"PF05683","LBCA"
"PF05684","LBCA"
"PF05685","LBCA"
"PF05686","post-LBCA"
"PF05690","LBCA"
"PF05691","LBCA"
"PF05693","LACA"
"PF05694","post-LBCA"
"PF05697","post-LBCA"
"PF05698","LBCA"
"PF05704","LBCA"
"PF05706","post-LBCA"
"PF05707","Inspect"
"PF05708","LBCA"
"PF05709","Terrabacteria"
"PF05711","LUCA"
"PF05713","LBCA"
"PF05717","LBCA"
"PF05719","Terrabacteria"
"PF05721","LBCA"
"PF05724","LBCA"
"PF05726","LUCA"
"PF05727","Euryarchaeota"
"PF05728","LBCA"
"PF05729","unclassifiable"
"PF05731","LBCA"
"PF05732","LBCA"
"PF05737","Terrabacteria"
"PF05738","Terrabacteria"
"PF05742","LBCA"
"PF05745","PVC"
"PF05746","LBCA"
"PF05751","post-LBCA"
"PF05753","Euryarchaeota"
"PF05762","LUCA"
"PF05763","Euryarchaeota"
"PF05768","unclassifiable"
"PF05787","LBCA"
"PF05800","Inspect"
"PF05816","LBCA"
"PF05818","Proteobacteria"
"PF05833","LBCA"
"PF05834","LBCA"
"PF05838","LBCA"
"PF05840","Proteobacteria"
"PF05845","post-LBCA"
"PF05848","Terrabacteria"
"PF05853","post-LBCA"
"PF05854","Euryarchaeota"
"PF05857","post-LBCA"
"PF05860","LBCA"
"PF05861","post-LBCA"
"PF05866","LBCA"
"PF05869","LBCA"
"PF05870","Terrabacteria"
"PF05872","LUCA"
"PF05875","LBCA"
"PF05876","LBCA"
"PF05889","Inspect"
"PF05893","LBCA"
"PF05896","post-LBCA"
"PF05899","LBCA"
"PF05901","post-LBCA"
"PF05908","Terrabacteria"
"PF05913","Terrabacteria"
"PF05916","LACA"
"PF05922","LBCA"
"PF05926","Proteobacteria"
"PF05929","Proteobacteria"
"PF05930","LBCA"
"PF05932","post-LBCA"
"PF05935","LBCA"
"PF05936","LBCA"
"PF05939","Proteobacteria"
"PF05940","LBCA"
"PF05942","TACK"
"PF05943","post-LBCA"
"PF05944","Proteobacteria"
"PF05947","post-LBCA"
"PF05949","Terrabacteria"
"PF05951","Proteobacteria"
"PF05954","LBCA"
"PF05957","Proteobacteria"
"PF05958","post-LBCA"
"PF05960","LBCA"
"PF05962","post-LBCA"
"PF05969","Terrabacteria"
"PF05970","LBCA"
"PF05971","post-LBCA"
"PF05973","LBCA"
"PF05974","LBCA"
"PF05975","Terrabacteria"
"PF05977","LBCA"
"PF05979","Terrabacteria"
"PF05981","Proteobacteria"
"PF05982","LBCA"
"PF05985","LBCA"
"PF05987","post-LBCA"
"PF05988","LBCA"
"PF05990","LBCA"
"PF05991","Terrabacteria"
"PF05992","Proteobacteria"
"PF05995","unclassifiable"
"PF05996","unclassifiable"
"PF06004","Proteobacteria"
"PF06005","Proteobacteria"
"PF06007","post-LBCA"
"PF06013","Terrabacteria"
"PF06014","Terrabacteria"
"PF06018","Terrabacteria"
"PF06023","LACA"
"PF06026","unclassifiable"
"PF06028","post-LBCA"
"PF06029","post-LBCA"
"PF06030","post-LBCA"
"PF06032","LBCA"
"PF06035","post-LBCA"
"PF06037","unclassifiable"
"PF06039","Inspect"
"PF06041","post-LBCA"
"PF06042","LBCA"
"PF06044","LBCA"
"PF06048","LBCA"
"PF06050","LBCA"
"PF06051","Terrabacteria"
"PF06052","post-LBCA"
"PF06053","TACK"
"PF06054","LBCA"
"PF06055","LBCA"
"PF06056","LBCA"
"PF06057","post-LBCA"
"PF06059","Proteobacteria"
"PF06062","Proteobacteria"
"PF06067","LBCA"
"PF06068","TACK"
"PF06071","LBCA"
"PF06073","Proteobacteria"
"PF06074","LBCA"
"PF06078","post-LBCA"
"PF06080","post-LBCA"
"PF06081","post-LBCA"
"PF06082","post-LBCA"
"PF06089","post-LBCA"
"PF06092","Proteobacteria"
"PF06093","LACA"
"PF06094","LUCA"
"PF06097","Proteobacteria"
"PF06099","Proteobacteria"
"PF06100","LBCA"
"PF06103","Terrabacteria"
"PF06107","Terrabacteria"
"PF06108","LBCA"
"PF06114","LBCA"
"PF06115","Terrabacteria"
"PF06122","Proteobacteria"
"PF06123","post-LBCA"
"PF06124","Terrabacteria"
"PF06125","Terrabacteria"
"PF06127","LBCA"
"PF06130","post-LBCA"
"PF06133","Terrabacteria"
"PF06134","Inspect"
"PF06135","Terrabacteria"
"PF06144","LBCA"
"PF06146","LUCA"
"PF06149","post-LBCA"
"PF06150","LBCA"
"PF06152","Terrabacteria"
"PF06153","Terrabacteria"
"PF06155","LBCA"
"PF06156","Terrabacteria"
"PF06157","TACK"
"PF06160","Terrabacteria"
"PF06161","LBCA"
"PF06165","LBCA"
"PF06166","post-LBCA"
"PF06167","LBCA"
"PF06168","Terrabacteria"
"PF06169","Proteobacteria"
"PF06170","LBCA"
"PF06172","LBCA"
"PF06175","LBCA"
"PF06177","Inspect"
"PF06178","Proteobacteria"
"PF06180","Inspect"
"PF06181","LBCA"
"PF06182","LBCA"
"PF06183","Proteobacteria"
"PF06185","post-LBCA"
"PF06186","Proteobacteria"
"PF06187","Terrabacteria"
"PF06188","post-LBCA"
"PF06189","unclassifiable"
"PF06195","LACA"
"PF06196","post-LBCA"
"PF06197","LUCA"
"PF06199","post-LBCA"
"PF06202","LBCA"
"PF06206","post-LBCA"
"PF06207","Terrabacteria"
"PF06210","LBCA"
"PF06213","Proteobacteria"
"PF06224","LUCA"
"PF06226","Proteobacteria"
"PF06228","Proteobacteria"
"PF06230","Proteobacteria"
"PF06233","Proteobacteria"
"PF06236","unclassifiable"
"PF06240","LBCA"
"PF06241","LBCA"
"PF06242","Proteobacteria"
"PF06243","LBCA"
"PF06245","LUCA"
"PF06249","post-LBCA"
"PF06250","LUCA"
"PF06251","Proteobacteria"
"PF06252","LBCA"
"PF06253","LACA"
"PF06257","Terrabacteria"
"PF06258","Proteobacteria"
"PF06259","post-LBCA"
"PF06262","LBCA"
"PF06265","Terrabacteria"
"PF06267","LUCA"
"PF06271","LUCA"
"PF06276","LBCA"
"PF06277","post-LBCA"
"PF06279","Terrabacteria"
"PF06280","Terrabacteria"
"PF06282","Proteobacteria"
"PF06283","LBCA"
"PF06288","Proteobacteria"
"PF06289","LBCA"
"PF06291","post-LBCA"
"PF06293","unclassifiable"
"PF06295","Proteobacteria"
"PF06296","LBCA"
"PF06298","Terrabacteria"
"PF06299","Proteobacteria"
"PF06303","Proteobacteria"
"PF06304","Terrabacteria"
"PF06305","unclassifiable"
"PF06314","LUCA"
"PF06315","post-LBCA"
"PF06319","Proteobacteria"
"PF06321","FCB"
"PF06325","LBCA"
"PF06335","Terrabacteria"
"PF06338","Terrabacteria"
"PF06339","post-LBCA"
"PF06347","LBCA"
"PF06348","LACA"
"PF06353","post-LBCA"
"PF06356","post-LBCA"
"PF06368","LBCA"
"PF06379","LBCA"
"PF06381","post-LBCA"
"PF06386","LBCA"
"PF06397","LUCA"
"PF06406","Proteobacteria"
"PF06411","Proteobacteria"
"PF06412","Proteobacteria"
"PF06414","LBCA"
"PF06415","LBCA"
"PF06418","unclassifiable"
"PF06421","post-LBCA"
"PF06426","LBCA"
"PF06429","LBCA"
"PF06433","unclassifiable"
"PF06434","LBCA"
"PF06439","LBCA"
"PF06441","LBCA"
"PF06445","LBCA"
"PF06450","Proteobacteria"
"PF06452","LBCA"
"PF06455","post-LBCA"
"PF06458","Terrabacteria"
"PF06463","Inspect"
"PF06468","LBCA"
"PF06470","LBCA"
"PF06472","post-LBCA"
"PF06475","Inspect"
"PF06476","Proteobacteria"
"PF06480","LBCA"
"PF06481","Proteobacteria"
"PF06483","unclassifiable"
"PF06485","Terrabacteria"
"PF06486","Terrabacteria"
"PF06490","Proteobacteria"
"PF06491","Terrabacteria"
"PF06496","LBCA"
"PF06500","LBCA"
"PF06505","post-LBCA"
"PF06506","post-LBCA"
"PF06508","LUCA"
"PF06510","Euryarchaeota"
"PF06514","Terrabacteria"
"PF06516","LBCA"
"PF06519","Proteobacteria"
"PF06525","post-LBCA"
"PF06526","Proteobacteria"
"PF06527","LBCA"
"PF06528","Proteobacteria"
"PF06530","Proteobacteria"
"PF06532","Proteobacteria"
"PF06537","LBCA"
"PF06541","LBCA"
"PF06545","post-LBCA"
"PF06550","LACA"
"PF06551","Proteobacteria"
"PF06557","TACK"
"PF06559","LBCA"
"PF06560","LUCA"
"PF06564","post-LBCA"
"PF06568","Proteobacteria"
"PF06569","Terrabacteria"
"PF06570","Terrabacteria"
"PF06572","Proteobacteria"
"PF06574","LBCA"
"PF06577","Proteobacteria"
"PF06580","LBCA"
"PF06586","Proteobacteria"
"PF06587","PVC"
"PF06594","post-LBCA"
"PF06596","Terrabacteria"
"PF06605","Terrabacteria"
"PF06611","Proteobacteria"
"PF06612","Terrabacteria"
"PF06616","Inspect"
"PF06620","Proteobacteria"
"PF06626","Terrabacteria"
"PF06627","Proteobacteria"
"PF06628","LBCA"
"PF06629","Proteobacteria"
"PF06634","LUCA"
"PF06649","Proteobacteria"
"PF06662","unclassifiable"
"PF06666","post-LBCA"
"PF06667","Proteobacteria"
"PF06674","post-LBCA"
"PF06675","TACK"
"PF06676","Proteobacteria"
"PF06677","LACA"
"PF06684","post-LBCA"
"PF06685","LBCA"
"PF06686","Terrabacteria"
"PF06689","LBCA"
"PF06691","post-LBCA"
"PF06693","Proteobacteria"
"PF06695","unclassifiable"
"PF06698","post-LBCA"
"PF06707","Proteobacteria"
"PF06713","post-LBCA"
"PF06715","post-LBCA"
"PF06718","LBCA"
"PF06719","LBCA"
"PF06722","Terrabacteria"
"PF06723","post-LBCA"
"PF06724","Terrabacteria"
"PF06725","LBCA"
"PF06727","LBCA"
"PF06733","LUCA"
"PF06736","LBCA"
"PF06737","post-LBCA"
"PF06738","LBCA"
"PF06739","LUCA"
"PF06742","LBCA"
"PF06744","Proteobacteria"
"PF06745","LUCA"
"PF06748","Proteobacteria"
"PF06750","LBCA"
"PF06751","LBCA"
"PF06754","post-LBCA"
"PF06761","Proteobacteria"
"PF06762","unclassifiable"
"PF06763","Proteobacteria"
"PF06764","LBCA"
"PF06769","LBCA"
"PF06772","LBCA"
"PF06776","Proteobacteria"
"PF06777","Asgard"
"PF06778","LBCA"
"PF06779","LBCA"
"PF06781","Terrabacteria"
"PF06782","post-LBCA"
"PF06785","PVC"
"PF06790","Proteobacteria"
"PF06791","Proteobacteria"
"PF06792","LBCA"
"PF06793","Proteobacteria"
"PF06794","Proteobacteria"
"PF06796","Proteobacteria"
"PF06798","LBCA"
"PF06799","Terrabacteria"
"PF06800","Terrabacteria"
"PF06803","LBCA"
"PF06804","Proteobacteria"
"PF06805","unclassifiable"
"PF06808","LUCA"
"PF06810","post-LBCA"
"PF06812","post-LBCA"
"PF06819","Euryarchaeota"
"PF06821","LBCA"
"PF06823","Proteobacteria"
"PF06824","post-LBCA"
"PF06826","LBCA"
"PF06827","LUCA"
"PF06831","LBCA"
"PF06832","LBCA"
"PF06833","unclassifiable"
"PF06834","post-LBCA"
"PF06835","LBCA"
"PF06838","Terrabacteria"
"PF06841","LBCA"
"PF06844","Proteobacteria"
"PF06847","Euryarchaeota"
"PF06848","LBCA"
"PF06849","LACA"
"PF06850","unclassifiable"
"PF06853","Proteobacteria"
"PF06854","Terrabacteria"
"PF06855","Terrabacteria"
"PF06857","post-LBCA"
"PF06858","LACA"
"PF06863","LBCA"
"PF06865","LBCA"
"PF06866","Terrabacteria"
"PF06868","post-LBCA"
"PF06874","Terrabacteria"
"PF06877","LBCA"
"PF06884","post-LBCA"
"PF06889","LBCA"
"PF06890","Proteobacteria"
"PF06891","Proteobacteria"
"PF06892","Proteobacteria"
"PF06897","LBCA"
"PF06898","Terrabacteria"
"PF06902","LBCA"
"PF06904","Proteobacteria"
"PF06906","post-LBCA"
"PF06908","Terrabacteria"
"PF06912","LBCA"
"PF06923","post-LBCA"
"PF06925","LBCA"
"PF06934","Proteobacteria"
"PF06935","post-LBCA"
"PF06938","Proteobacteria"
"PF06939","TACK"
"PF06940","Terrabacteria"
"PF06941","LBCA"
"PF06942","post-LBCA"
"PF06945","LBCA"
"PF06947","Terrabacteria"
"PF06949","Terrabacteria"
"PF06953","post-LBCA"
"PF06956","Proteobacteria"
"PF06961","LBCA"
"PF06962","LBCA"
"PF06964","LBCA"
"PF06965","LBCA"
"PF06966","LBCA"
"PF06967","Terrabacteria"
"PF06968","LBCA"
"PF06969","LBCA"
"PF06970","Terrabacteria"
"PF06971","LBCA"
"PF06973","LACA"
"PF06974","LBCA"
"PF06977","post-LBCA"
"PF06980","post-LBCA"
"PF06983","LBCA"
"PF06986","Proteobacteria"
"PF06988","Proteobacteria"
"PF06992","Proteobacteria"
"PF06993","LBCA"
"PF06995","Proteobacteria"
"PF06996","post-LBCA"
"PF06998","post-LBCA"
"PF06999","post-LBCA"
"PF07005","LBCA"
"PF07007","unclassifiable"
"PF07009","LBCA"
"PF07012","post-LBCA"
"PF07015","post-LBCA"
"PF07017","Proteobacteria"
"PF07021","LBCA"
"PF07022","unclassifiable"
"PF07023","Proteobacteria"
"PF07024","post-LBCA"
"PF07027","post-LBCA"
"PF07030","LBCA"
"PF07040","LBCA"
"PF07042","Proteobacteria"
"PF07043","LBCA"
"PF07044","Proteobacteria"
"PF07045","LUCA"
"PF07055","LBCA"
"PF07063","LBCA"
"PF07070","LBCA"
