Clans,A,R,N,D,C,E,Q,G,H,I,L,K,M,F,P,S,T,W,Y,V,U,O,Clan_ancestor,Clans_copies,Clans_clustering,Clans_transfer,Clans_GC,median_ClanLen,mean_ClanLen
PF07556,0.100734551,0.021764751,0.015627432,0.022150186,0.004247203,0.025905712,0.018560201,0.111289553,0.006384393,0.111652752,0.146887979,0.02199453,0.032215982,0.071920778,0.042852519,0.056167338,0.052046144,0.00817568,0.02563393,0.103788386,0,0,postLUCA,1,1.066586029,0.1489135,0.458874819,211,211.9240838
PF07559,0.091548985,0.015217083,0.068311773,0.076685355,0.000485998,0.028629695,0.042081838,0.099957446,0.008892134,0.037335801,0.062756515,0.024985874,0.014496225,0.044002576,0.047199931,0.095655551,0.128835954,0.011036106,0.037152099,0.064733062,0,0,postLUCA,1,0.839799497,0.1305535,0.49844799,118,125.4521587
PF07560,0.056357764,0.062722652,0.069491284,0.048734147,0.015935971,0.06799506,0.049969126,0.021920866,0.023203344,0.077328647,0.105471904,0.046905429,0.020638389,0.02802451,0.053222819,0.097064551,0.058613974,0.018809671,0.0371681,0.040421793,0,0,modern,NA,1.069221761,0.0525175,0.392598245,124,127.2084592
PF07561,0.094061763,0.023230321,0.075592661,0.061685472,0.108899051,0.071263273,0.031866952,0.058308328,0.041179011,0.043238515,0.02305316,0.047656484,0.011449072,0.032774905,0.010751498,0.080553187,0.080121356,0.008138363,0.028002613,0.068174017,0,0,modern,1,1.188782909,0.1219715,0.463292309,39,39.85569285
PF07566,0.082531699,0.037346746,0.030158231,0.092214188,0.009850152,0.080352091,0.04596039,0.059100912,0.056187782,0.068301373,0.074483915,0.062705648,0.013412973,0.055307555,0.026364875,0.036047365,0.030221104,0.028984596,0.027119355,0.083349052,0,0,modern,1,0.850598943,0.177515,0.463264282,51,50.1745531
PF07577,0.063559783,0.035625,0.04875,0.07,0.0000272,0.065543478,0.046277174,0.129320652,0.02125,0.052554348,0.081494565,0.047282609,0.004972826,0.014891304,0.056494565,0.085896739,0.076467391,0.00451087,0.01326087,0.081820652,0,0,modern,NA,0.879785337,0.02314845,0.493992933,58,55.84370258
PF07579,0.059952395,0.043766736,0.055043142,0.048884261,0.009907766,0.071913121,0.057185361,0.0468313,0.038232669,0.077833978,0.12936626,0.040255876,0.021719726,0.038500446,0.02273133,0.073609045,0.056352276,0.007438262,0.061707825,0.038768224,0,0,modern,NA,0.936321651,0.01587205,0.370291454,132,124.9442379
PF07581,0.060881552,0.018565318,0.087236207,0.028630192,0.029188137,0.022536567,0.012821775,0.211909372,0.01083068,0.057654228,0.048945923,0.010032054,0.004704235,0.012023149,0.002242717,0.111468487,0.090638573,0.005316879,0.066570394,0.10780356,0,0,postLUCA,1,0.959870819,0.5751105,0.52452082,25,25.36320755
PF07583,0.096450471,0.077767333,0.035534144,0.089341626,0.011944968,0.058878353,0.039751533,0.053993963,0.026754234,0.042534623,0.09634708,0.034557776,0.016750437,0.050925976,0.052556167,0.046658168,0.053851581,0.02233786,0.040391913,0.052671793,0,0,postLUCA,1,0.953406586,0.1654217,0.458184185,206,192.7824701
PF07584,0.11339914,0.088484637,0.01932592,0.010504186,0.005492849,0.022052913,0.030579863,0.029787452,0.017462427,0.069410848,0.219561368,0.040079317,0.026774205,0.062695259,0.061881047,0.043789241,0.034331493,0.026768517,0.01573353,0.061885787,0,0,postLUCA,1,1.442711322,0.0924433,0.462943754,76,74.58779867
PF07586,0.077156434,0.068732919,0.038647988,0.065920419,0.007560948,0.058883006,0.044426187,0.078317402,0.033785976,0.043890329,0.096968161,0.049506339,0.024713038,0.040932292,0.051209159,0.074200394,0.054963489,0.011445828,0.025591924,0.053147769,0,0,modern,1,0.917711556,0.1232168,0.498555328,296,282.4201373
PF07587,0.094035034,0.093958933,0.042607262,0.057375087,0.005693392,0.057023384,0.04267734,0.055057151,0.021056004,0.035207472,0.110111564,0.034009249,0.022836093,0.039600481,0.060310585,0.068663325,0.056946955,0.020732003,0.024430803,0.057667881,0,0,postLUCA,1,0.872631756,0.1960535,0.485030804,251,231.9429072
PF07589,0.144024499,0.115368901,0.000987071,0.000904974,0.005343928,0.04405161,0.00341179,0.115659104,0.001307821,0.033350389,0.194508298,0.01181621,0.027825084,0.023748883,0.091795667,0.051610243,0.045951292,0.009700786,0.006621202,0.07201225,0,0,postLUCA,1,1.20586768,0.463102,0.624628384,24,23.50370204
CL0363,0.065062857,0.062314146,0.042492267,0.059144134,0.008676735,0.072884059,0.027733843,0.072338464,0.029052407,0.064715204,0.09256009,0.064440701,0.013553633,0.03858679,0.040056771,0.057805907,0.06293425,0.012395151,0.032607487,0.080645102,0,0,LUCA,3,0.738009993,0.2693815,0.486442352,319,293.5426126
PF07593,0.071781929,0.061094134,0.034419263,0.045198604,0.004710602,0.049158291,0.056761307,0.116292194,0.023225065,0.061938914,0.077777662,0.03978344,0.011036599,0.030186095,0.037288501,0.074609449,0.068349505,0.020570209,0.025178835,0.090639402,0,0,postLUCA,1,0.769358642,0.305069,0.518875502,67,65.50534942
PF07595,0.040606061,0.261060606,0.033787879,0.021515152,0.002121212,0.098484848,0.051060606,0.021060606,0.013787879,0.010151515,0.180454545,0.049545455,0.026212121,0.015151515,0.026060606,0.076818182,0.04530303,0.003030303,0.001363636,0.022424242,0,0,modern,NA,1.046896703,0.3780435,0.543956044,22,21.22508039
PF07596,0.093379552,0.052706438,0.067265347,0.055425673,0.019909553,0.034316765,0.04201386,0.09994581,0.024740942,0.039664215,0.06475936,0.027505178,0.022114177,0.038826612,0.058297621,0.082068715,0.066822013,0.019758436,0.038564589,0.051915143,0,0,modern,NA,0.988575797,0.198709,0.52125,248,190.2617654
PF07603,0.078623024,0.05073198,0.055754922,0.06985393,0.015783283,0.045964397,0.033525214,0.082513155,0.017603386,0.037176287,0.07272263,0.039200133,0.016592821,0.038890443,0.040648065,0.079383664,0.077300054,0.040756728,0.049164518,0.057811367,0,0,modern,NA,0.894493302,0.2349435,0.496425126,119,121.3692713
PF07613,0.080400924,0.016322867,0.049982547,0.015890693,0.006166786,0.013463872,0.012050996,0.126261199,0.019481059,0.106231612,0.137730423,0.03051811,0.030169046,0.076328518,0.037781952,0.06434401,0.056963814,0.007828992,0.037582487,0.074500091,0,0,modern,NA,0.825999553,0.19715,0.404759661,168,167.5793872
PF07624,0.090494966,0.081780852,0.025128904,0.071523978,0.00670911,0.070491583,0.039964479,0.062471565,0.017460308,0.054588617,0.120463586,0.053124599,0.018759551,0.057274594,0.022321897,0.062416154,0.050212603,0.002251438,0.029630321,0.062930894,0,0,modern,1,0.836600118,0.200744,0.471966007,74,72.23518265
PF07626,0.095972805,0.081398506,0.052412417,0.084813132,0.000697838,0.071085798,0.030687667,0.060071428,0.018818684,0.039402039,0.128021734,0.024984514,0.018331154,0.042971528,0.040403867,0.05763951,0.052636107,0.002414711,0.039327475,0.057909086,0,0,postLUCA,1,0.788316199,0.190212,0.479235263,64,62.17145913
PF07627,0.080077959,0.081196192,0.035323065,0.056629853,0.021321111,0.057984418,0.026083576,0.087775658,0.033527549,0.048202694,0.09383028,0.035500059,0.018541386,0.028945147,0.097700614,0.051861249,0.061557034,0.016864549,0.010326006,0.0567516,0,0,modern,1,0.930515968,0.199414,0.556269074,97,96.12425047
PF07631,0.087318268,0.081929052,0.036050364,0.084745388,0.00221244,0.071465214,0.039951182,0.03584643,0.019768891,0.032745536,0.1413701,0.038032786,0.02577465,0.059995937,0.040645979,0.06494725,0.042371508,0.018427516,0.03370592,0.042695588,0,0,modern,1,0.68854889,0.15961785,0.465310038,128,124.1152074
PF07634,0.098647353,0.016983799,0.1035936,0.04380962,0,0.020365417,0.0163529,0.218770504,0.032226316,0.074244183,0.045904204,0.058295059,0.027481956,0.013072225,0.00012618,0.030131732,0.086105083,0.008125978,0.01516681,0.090597083,0,0,modern,NA,0.34980714,0.0000001,0.512077295,16,15.8567427
PF07637,0.121702142,0.110299095,0.014091893,0.039221217,0.006767034,0.082403624,0.034595649,0.036139594,0.012698373,0.040345225,0.119550229,0.040234496,0.019638813,0.069690626,0.046111515,0.060598273,0.041063922,0.005991927,0.03363669,0.065219662,0,0,modern,1,0.949712627,0.2203705,0.498916391,60,59.51938852
PF07639,0.007020134,0.079069331,0.01937045,0.008112629,0.065989263,0.095072677,0.057185289,0.000623064,0.010438449,0.012789874,0.002812321,0.083140582,0.025289554,0.002573338,0.066996407,0.017518329,0.163635277,0.012960576,0.094065533,0.175336924,0,0,modern,NA,0.664806103,0.09732823,0.45143213,39,39.04965839
PF07655,0.053737518,0.040594768,0.093850126,0.045338601,0.000186643,0.039863751,0.049926898,0.123059695,0.003841727,0.04502753,0.054904035,0.025787787,0.017031138,0.022801506,0.020997294,0.172768843,0.101689116,0.010016487,0.018275422,0.060301117,0,0,modern,NA,1.120874565,0.1004585,0.476615571,92,91.71754636
PF07659,0.058782523,0.062510755,0.048696443,0.072279163,0.005643087,0.060044386,0.053373278,0.054070391,0.013086314,0.124928855,0.094877983,0.070103993,0.034520338,0.023869507,0.010028723,0.057348587,0.040759059,0.015998306,0.046490388,0.052587922,0,0,unclassifiable,NA,1.09262026,0.112092,0.386949127,61,61.09272237
CL0751,0.084748371,0.055602045,0.048857485,0.057444529,0.004049408,0.057223769,0.050294177,0.051048297,0.014789906,0.07133701,0.098476244,0.054359854,0.016211415,0.036981138,0.039542128,0.062930862,0.058340357,0.016209418,0.034536172,0.087017413,0,0,postLUCA,1,0.703096748,0.183387725,0.436807415,67,61.75457731
PF07662,0.139145133,0.019049518,0.037782354,0.027886067,0.007442962,0.044135055,0.023651887,0.100566306,0.008633378,0.089601697,0.129782053,0.03329254,0.037910171,0.053038375,0.032850903,0.066267445,0.044751248,0.010414232,0.018465756,0.075332921,0,0,postLUCA,1,0.872144808,0.11441515,0.481231949,209,209.8980981
PF07663,0.126183915,0.017437418,0.023180418,0.015283792,0.009031332,0.033670657,0.036727416,0.119537781,0.003820948,0.095732117,0.12495658,0.010721812,0.008985017,0.049047079,0.088576523,0.050274414,0.0363569,0.007850311,0.021188894,0.121436676,0,0,modern,1,0.714759643,0.1777725,0.547984756,93,92.66738197
PF07664,0.06857714,0.0547921,0.016044766,0.013338807,0.003012968,0.039056127,0.011066587,0.0598863,0.01392962,0.08252461,0.155910361,0.058494052,0.049847834,0.059798838,0.067732867,0.05049398,0.04741854,0.02278289,0.043248936,0.082042678,0,0,LUCA,1,1.08553336,0.1182075,0.427134251,53,51.87961848
PF07666,0.073289409,0.010197192,0.044257677,0.012804694,0.039904081,0.021861104,0.011989849,0.101413173,0.001769376,0.173212581,0.147393663,0.049635648,0.014364538,0.039065956,0.019137196,0.056992527,0.038577049,0.006961097,0.059623309,0.07754988,0,0,modern,NA,1.667951417,0.1341405,0.364315353,74,73.04931973
PF07670,0.108702237,0.039217441,0.0244573,0.026208898,0.013944585,0.042002551,0.021617631,0.08178804,0.008100431,0.085888552,0.127355166,0.031864935,0.043865258,0.060307945,0.047122082,0.065277153,0.057544148,0.011840053,0.024541129,0.078354464,0,0,LUCA,1,1.075175128,0.1438355,0.463152591,98,111.4987327
PF07680,0.064816534,0.02155314,0.057289361,0.045291589,0.000642738,0.045591533,0.029208861,0.091368746,0.029965863,0.077199949,0.105537543,0.068030223,0.008312742,0.033522346,0.052733064,0.074486167,0.057060832,0.017211089,0.041206633,0.078971048,0,0,modern,NA,0.875760582,0.1884735,0.427937629,129,127.9945155
PF07683,0.087292358,0.087369387,0.02170453,0.066874119,0.010496354,0.067492207,0.041060141,0.075745441,0.024032103,0.052844642,0.100397488,0.03802353,0.01768696,0.052590354,0.050801055,0.052248828,0.034888545,0.030164721,0.018705969,0.069581269,0,0,postLUCA,1,0.921638433,0.148567,0.513030883,93,97.62438848
PF07687,0.110416864,0.061425916,0.040926688,0.049669797,0.008408634,0.068077644,0.030290306,0.087554821,0.032347952,0.067412862,0.078494039,0.044213869,0.019450476,0.029392772,0.04788554,0.054226498,0.059908405,0.008312641,0.019884851,0.081699425,0,0,preLUCA,1,0.822597411,0.151317,0.494514332,100,108.6188321
CL0637,0.060363885,0.063109688,0.035344841,0.061413183,0.007566233,0.098186363,0.055447033,0.031892481,0.027078909,0.080789825,0.139040817,0.048659914,0.027615608,0.044350687,0.028016506,0.058074576,0.032168743,0.001415636,0.054111358,0.045353715,0,0,modern,NA,0.836405156,0.06074785,0.384241883,75,80.47034483
CL0301,0.071655976,0.04828857,0.043677843,0.070634579,0.003247333,0.058917398,0.034257492,0.103577252,0.020741051,0.049629645,0.073010836,0.048327299,0.010637362,0.046310106,0.047690567,0.067224453,0.065361519,0.025974725,0.045981893,0.064854103,0,0,postLUCA,1,0.831171196,0.3005305,0.478768659,112,110.0399364
PF07697,0.086477707,0.059328624,0.048679066,0.063913551,0.001242088,0.095284384,0.055973635,0.038718057,0.008592012,0.068449874,0.097644352,0.066586741,0.013137785,0.033269069,0.037840494,0.063003586,0.058376806,0.004138045,0.029785821,0.069558303,0,0,postLUCA,1,0.784832239,0.05039255,0.424246774,223,224.6146149
PF07715,0.089919513,0.046784686,0.063436117,0.059053902,0.000480251,0.040045109,0.040788254,0.119843815,0.004552444,0.072595742,0.075996675,0.030085843,0.015369495,0.026151229,0.046069307,0.094627138,0.061130937,0.00248438,0.023530348,0.087054816,0,0,postLUCA,1,0.807039561,0.615078,0.514041012,107,106.1483211
CL0388,0.116714724,0.0761944,0.046667231,0.061202397,0.008324779,0.078040831,0.038666966,0.049112674,0.031766527,0.06023902,0.115359118,0.034933129,0.022589422,0.039363663,0.025704241,0.056167014,0.041789339,0.010125431,0.037483006,0.049556089,0,0,postLUCA,2,0.855303837,0.221425375,0.456643803,123,122.9295918
PF07739,0.132486451,0.068415958,0.027052177,0.069521712,0.00662303,0.100508646,0.053136461,0.059529725,0.025570181,0.035981492,0.067439449,0.052415568,0.029031044,0.034591403,0.028396313,0.043816543,0.043256486,0.024493149,0.053481112,0.0442531,0,0,postLUCA,1,0.882207115,0.278097,0.509747802,115,109.4214331
PF07743,0.120260557,0.071380968,0.023583452,0.083978875,0.003375207,0.123427949,0.075881244,0.023662279,0.01163049,0.038109024,0.132328176,0.048198815,0.04418583,0.039083606,0.022515712,0.037679062,0.031301282,0.011336682,0.016768544,0.041312246,0,0,modern,NA,0.938974246,0.0579448,0.460274841,76,76.50767544
PF07746,0.110017435,0.073640831,0.045252813,0.061768902,0.010540498,0.079679822,0.048676494,0.065715644,0.013029006,0.033872246,0.109811381,0.046124584,0.057616104,0.055999366,0.017276906,0.041115866,0.037850689,0.0127754,0.039404026,0.039831986,0,0,modern,1,0.8341555,0.3996565,0.456507171,86,81.30154639
PF07747,0.1130292,0.017819662,0.024987506,0.101991861,0.006996502,0.092039694,0.029271079,0.072420932,0.007396302,0.041636325,0.087327765,0.046219747,0.030941672,0.06382523,0.073463268,0.049375312,0.059570215,0.000428357,0.01783394,0.06342543,0,0,modern,NA,0.717753636,0.0795075,0.513548502,70,69.34158416
PF07751,0.064178836,0.072412402,0.055394796,0.052989782,0.011318577,0.057923446,0.030340853,0.043196048,0.039907921,0.062936589,0.105449696,0.060578675,0.017273709,0.057146305,0.031459464,0.063775548,0.044717948,0.020985732,0.058688811,0.049324859,0,0,postLUCA,1,0.869454154,0.2847365,0.405808791,187,179.5491543
PF07752,0.046070562,0.023393588,0.053793598,0.101727646,0.003109648,0.079800384,0.026248536,0.082048079,0.008256899,0.072773817,0.076967021,0.052610752,0.017669304,0.044614309,0.019865196,0.079565829,0.068970579,0.014706433,0.049175893,0.078631928,0,0,modern,NA,0.790289714,0.11385055,0.411040731,245,201.9572799
PF07756,0.13934677,0.117561092,0.016143833,0.064099514,0.004418312,0.069061618,0.035074602,0.050538694,0.031132108,0.038643238,0.166196513,0.030282432,0.019916392,0.016823573,0.034530809,0.036026238,0.0369099,0.034326887,0.009958196,0.049009278,0,0,modern,NA,0.776422893,0.170562,0.559481216,126,122.5958333
PF07758,0.100592731,0.033585423,0.027422777,0.022456762,0.005715904,0.024455134,0.010598156,0.103285149,0.008029389,0.118996905,0.136631246,0.023673336,0.018376252,0.049329089,0.062380337,0.059935222,0.051997575,0.004914162,0.031674804,0.105949646,0,0,unclassifiable,NA,0.792463849,0.05599265,0.48092591,177,169.0539447
PF07760,0.07981167,0.048791157,0.037154144,0.036808437,0.003038228,0.067174767,0.019553693,0.069729006,0.012156903,0.071848453,0.13240028,0.02600112,0.01279779,0.049697972,0.056194596,0.061537091,0.071622414,0.011086542,0.03746262,0.095133117,0,0,postLUCA,1,1.242604305,0.08703135,0.455020209,262,211.3791456
PF07769,0.114487426,0.044506621,0.039561441,0.065751375,0.063571591,0.043107655,0.095910466,0.049712073,0.003741419,0.001203761,0.049744607,0.169339884,0.063051046,0.028662524,0.014184859,0.069232521,0.0770407,0.00016267,0.003481147,0.003546215,0,0,modern,NA,1.043912146,0.239036,0.455288462,32,31.46059365
PF07775,0.104779824,0.088832146,0.02760979,0.049515447,0.003912258,0.102002419,0.018232316,0.081336141,0.016141797,0.048962953,0.088936672,0.084397258,0.011617315,0.028386268,0.021338231,0.033552838,0.041541609,0.021771267,0.036569159,0.090564291,0,0,modern,NA,0.759690542,0.07200005,0.548633441,164,216.7281553
PF07784,0.092841068,0.07126451,0.019248765,0.031374945,0.002234991,0.057784961,0.021073878,0.066400118,0.008947698,0.109251626,0.17203245,0.036185203,0.009775186,0.055240629,0.018413543,0.051234659,0.061048512,0.007911405,0.025412391,0.082323463,0,0,postLUCA,1,1.003812088,0.1575015,0.438157012,77,75.17848837
PF07787,0.090696985,0.042413989,0.034596666,0.042101296,0.003624031,0.055146204,0.037819809,0.08381774,0.013245352,0.060662428,0.085742004,0.048034444,0.024903185,0.047946249,0.052067381,0.072015587,0.070700673,0.021110781,0.031758377,0.081596819,0,0,modern,1,1.101835324,0.236057,0.511524239,238,195.8100471
PF07790,0.107756366,0.018325816,0.032167381,0.059157724,0.001828576,0.042363576,0.025995938,0.091376946,0.012946128,0.091219066,0.086994019,0.016509023,0.022814781,0.030560308,0.0374481,0.082735983,0.077693261,0.004503103,0.015248342,0.142355564,0,0,modern,NA,1.529319726,0.1351635,0.488110187,74,71.16046278
PF07793,0.122072418,0.080789018,0.025813101,0.061679665,0.005275765,0.076053066,0.06132123,0.060647544,0.021118894,0.0356492,0.125437968,0.031542308,0.020923122,0.031787023,0.05051203,0.059639895,0.040930723,0.010836551,0.012703581,0.065266898,0,0,modern,NA,0.952078992,0.08161035,0.535383747,720,605.1271777
PF07796,0.073324051,0.056880055,0.035891815,0.069573718,0.025627277,0.081968184,0.025369553,0.080715111,0.022119857,0.052700181,0.108033889,0.058014634,0.025742809,0.050481382,0.033130906,0.046541458,0.044029386,0.012566283,0.047074681,0.05021477,0,0,unclassifiable,NA,0.809948309,0.12421075,0.457375842,168,165.4931373
PF07799,0.095419171,0.078621321,0.049441056,0.062067132,0.018038306,0.04661311,0.025503197,0.072898977,0.030730836,0.047344094,0.099015018,0.049404138,0.022867227,0.031956525,0.059578835,0.043061565,0.055148633,0.024853434,0.028301608,0.059135815,0,0,postLUCA,1,1.165320545,0.2499385,0.510378131,133,130.9806576
CL0496,0.184785203,0.047070637,0.037891592,0.041722441,0.005864616,0.032398157,0.039284494,0.080478274,0.008780687,0.048875637,0.102572349,0.015776054,0.024220569,0.047043928,0.033255419,0.05889631,0.066841752,0.007155664,0.01929353,0.097792689,0,0,postLUCA,3,1.408302413,0.1688895,0.545718237,43,45.64214824
PF07812,0.110990576,0.06008543,0.024557597,0.065658689,0.006990304,0.079530816,0.01852329,0.091646891,0.023072751,0.064817954,0.089178927,0.036158384,0.027852736,0.037473727,0.031819106,0.06515696,0.037873754,0.006807241,0.037955116,0.083849753,0,0,modern,1,0.646330733,0.0901106,0.514120314,118,116.5039494
CL0515,0.122542402,0.066693859,0.037755658,0.060280311,0.002059241,0.08355423,0.067987302,0.045707698,0.023495611,0.048004428,0.095870061,0.086876799,0.03020065,0.022128666,0.027630753,0.043149875,0.050136749,0.010271172,0.026528042,0.049126493,0,0,postLUCA,2,0.836795047,0.1591944,0.472894049,99,108.9367281
PF07833,0.075953048,0.043243619,0.05716651,0.051004756,0.001418618,0.05463841,0.035788997,0.071095951,0.006633317,0.067170191,0.07922779,0.069621008,0.021073618,0.030393532,0.04082031,0.059287233,0.082227453,0.016715591,0.031170301,0.105349749,0,0,unclassifiable,NA,0.818400766,0.5505845,0.429951561,87,76.7795434
PF07835,0.118068536,0.016857044,0.016857044,0.032225684,0.007961232,0.050190377,0.017687781,0.078262375,0.041086881,0.081135341,0.096053998,0.043579093,0.048667359,0.073277951,0.011457252,0.039667705,0.079543094,0.016372447,0.039390793,0.091658013,0,0,modern,NA,1.951533739,0.135351,0.435184569,39,38.36653386
PF07837,0.10380238,0.065570722,0.034785558,0.057796027,0.016694442,0.093620885,0.018685522,0.077003023,0.021752369,0.067762369,0.062328835,0.057052107,0.018878796,0.032422517,0.060104368,0.046035526,0.045393712,0.005437181,0.023112576,0.091761085,0,0,unclassifiable,NA,0.930342453,0.1208855,0.506882681,176,172.7972292
PF07843,0.071319186,0.034995989,0.021403048,0.020870707,0.004244148,0.02410851,0.017253701,0.086465398,0.012892875,0.135579377,0.157223073,0.025865967,0.025399256,0.064880041,0.028148472,0.067075038,0.05175381,0.007890323,0.036979508,0.105651572,0,0,postLUCA,1,1.35182095,0.100348,0.403000327,108,102.3358209
PF07845,0.132364578,0.078879217,0.016006043,0.057525837,0.047118912,0.054312639,0.030453445,0.084670168,0.018607774,0.039949164,0.089969547,0.030801141,0.011965566,0.024458672,0.069743184,0.052130542,0.05059588,0.01450735,0.02503417,0.07090617,0,0,modern,NA,0.880650008,0.193673,0.577296428,113,110.3253968
PF07849,0.077116336,0.062568639,0.025394533,0.057438582,0.000872561,0.049058988,0.033608641,0.119345278,0.005370763,0.050954552,0.157391945,0.082171172,0.035729867,0.036707737,0.048562531,0.040318334,0.02954672,0.002798213,0.011990191,0.073054415,0,0,unclassifiable,NA,1.002803996,0.1592905,0.492044875,37,35.02160169
PF07853,0.090500699,0.020275766,0.031547846,0.039744567,0.003653577,0.02651544,0.019850044,0.077710001,0.024920574,0.086675562,0.130130893,0.026273987,0.032462829,0.060770111,0.077760834,0.054308044,0.042889821,0.035067988,0.037355445,0.08158597,0,0,unclassifiable,NA,1.45125166,0.2938795,0.469743367,46,45.2764672
PF07862,0.12042889,0.051095809,0.030783259,0.070559381,0.008395434,0.113794296,0.056252555,0.041474075,0.010156275,0.037229192,0.098732824,0.069647518,0.031160582,0.06430211,0.017671289,0.06131497,0.042731818,0.003710342,0.020626985,0.049932396,0,0,postLUCA,1,0.768827516,0.392523,0.448227186,48,47.47313433
PF07863,0.147245961,0.024858087,0.061802133,0.006440646,0.003415258,0.002354813,0.027056952,0.196275965,0.007189196,0.105639074,0.029505333,0.021271287,0.039252074,0.044460732,0.019212775,0.059416131,0.071377331,0.011493357,0.032608696,0.089124197,0,0,modern,NA,1.181954172,0.227743,0.548781568,58,57.30473637
CL0703,0.107061126,0.040076156,0.00863396,0.0208774,0.02211242,0.013350111,0.006877749,0.066709375,0.015364369,0.0777836,0.194799938,0.006378146,0.020864739,0.086755769,0.052090375,0.045776878,0.035538636,0.037795256,0.03933871,0.101815286,0,0,modern,NA,0.815259794,0.16107545,0.466722884,56,55.87059503
PF07870,0.122228735,0.026238665,0.039133883,0.042719719,0.012446988,0.076009378,0.116160397,0.018877358,0.00810261,0.038513257,0.12457332,0.093955798,0.027531635,0.029238355,0.012481467,0.068768748,0.073251043,0.000465469,0.021635693,0.047667483,0,0,modern,NA,0.895248654,0.2779565,0.425475257,48,47.663106
PF07872,0.105520637,0.036102424,0.062606434,0.07421742,0.00130043,0.047032232,0.046908382,0.061491779,0.006811778,0.044710035,0.080409945,0.089915472,0.013437781,0.034244667,0.026473047,0.070749605,0.082763105,0.000154813,0.032820386,0.082329628,0,0,modern,NA,0.919994089,0.1391275,0.446354167,43,41.94415584
PF07873,0.016526331,0.047913991,0.051862423,0.043442272,0.003967461,0.097293183,0.035659579,0.086294658,0.02983683,0.111250654,0.127006327,0.060739261,0.026763712,0.033851862,0.011968983,0.051396223,0.052633081,0.000685029,0.026316541,0.084591599,0,0,modern,NA,0.499744899,0.0830453,0.374337612,64,64.52117864
PF07879,0.049195968,0.075416769,0.034364396,0.082252274,0.001504795,0.088005901,0.043619375,0.039577084,0.011999016,0.091940005,0.101588394,0.066456848,0.011241701,0.01875584,0.008281288,0.059778707,0.089845095,0.0000197,0.054556184,0.071600688,0,0,modern,NA,1.157020348,0.055797,0.390150267,60,59.87926973
PF07881,0.131485386,0.058299305,0.02997971,0.058064213,0.024908947,0.057434888,0.028160456,0.097006369,0.011606332,0.060733416,0.06487466,0.044584375,0.025802298,0.02929975,0.054950142,0.041050755,0.061167433,0.014470843,0.025545505,0.080575217,0,0,modern,1,0.702893003,0.139989,0.54703685,168,163.4113475
PF07882,0.074946133,0.05202728,0.056332909,0.070859309,0.012012001,0.080327243,0.03645136,0.089072009,0.014975134,0.052698528,0.081706824,0.052194165,0.051066765,0.049724269,0.029479282,0.0526429,0.043486484,0.023000441,0.032575923,0.044421039,0,0,unclassifiable,NA,0.962099686,0.154858,0.451646297,180,160.2192513
PF07884,0.098465273,0.019456311,0.023295103,0.019386773,0.034944236,0.019345683,0.021668871,0.080534049,0.010681927,0.089118784,0.147751643,0.024761715,0.022305773,0.067867139,0.035922503,0.073445953,0.050010194,0.029796871,0.038427438,0.092813761,0,0,LUCA,1,0.954423216,0.10387895,0.451901338,128,126.5540892
PF07886,0.051092862,0.152074586,0.050321067,0.054334404,0.069924673,0.015621141,0.053037787,0.065046925,0.033279822,0.007563596,0.014880217,0.01204001,0.003951593,0.039732033,0.055384045,0.081038528,0.049703631,0.025901457,0.143306989,0.021764633,0,0,modern,NA,0.814474612,0.170808,0.489306416,29,29.15571557
PF07892,0.074423579,0.064422874,0.036171763,0.04405716,0.012116013,0.067055257,0.015042189,0.065598045,0.006169648,0.092297929,0.070804052,0.087350459,0.020976802,0.013103157,0.070616025,0.039591511,0.07381249,0.002432604,0.01587656,0.128081886,0,0,modern,NA,0.702161862,0.1768375,0.466624817,81,79.60243218
PF07895,0.053029995,0.045030181,0.0461921,0.02661957,0.01353055,0.042712152,0.02834502,0.057892627,0.013652551,0.09108866,0.131848788,0.069604773,0.025504128,0.076582098,0.03381185,0.068082659,0.044844274,0.0263349,0.049579095,0.055714028,0,0,modern,NA,1.395050817,0.1125261,0.379085654,198,190.8303769
PF07896,0.12647354,0.108219146,0.015663297,0.079973856,0.005345596,0.126753659,0.020518686,0.118583534,0.005088821,0.038282873,0.039520063,0.068885828,0.003408109,0.032096921,0.090408273,0.0177175,0.026751325,0.023950139,0.023319872,0.02903896,0,0,modern,NA,0.901341442,0.145345,0.609055501,43,41.39033816
PF07905,0.109086701,0.064252554,0.019260335,0.054352347,0.00758558,0.076890797,0.024393916,0.081053363,0.023652482,0.057621052,0.134654866,0.023865127,0.015107179,0.031303926,0.058057632,0.041493932,0.051021541,0.01173121,0.017572351,0.09704311,0,0,unclassifiable,NA,0.739325656,0.198207,0.507240805,118,115.7238676
PF07907,0.113747155,0.025743824,0.026632999,0.022714678,0.005709196,0.025925416,0.018048072,0.090641114,0.011527973,0.099647148,0.161624874,0.019051525,0.029671537,0.053929749,0.024164285,0.072395796,0.068339715,0.01010811,0.022011791,0.098365044,0,0,modern,1,1.054059483,0.116747,0.474810265,238,233.1364964
PF07916,0.108765199,0.038534513,0.042265955,0.046898634,0.009101977,0.029891061,0.040534629,0.080320862,0.010677826,0.059634551,0.104627936,0.026541723,0.039048377,0.051829092,0.039161691,0.071066043,0.066496608,0.022781294,0.035074497,0.076747532,0,0,modern,NA,1.136737998,0.2783875,0.483725843,460,441.2534884
