ancestor,pfamIDs,Clans,avg_transfer
LBCA,PF09424,CL0279,0.0766433
Terrabacteria,PF09438,PF09438,0.0398236
post-LBCA,PF09445,CL0063,0.0770906
Terrabacteria,PF09449,CL0619,0.0638309
unclassifiable,PF09450,CL0020,0.13730775
LACA,PF09455,CL0236,0.1928705
post-LBCA,PF09458,PF09458,0.197829
unclassifiable,PF09459,CL0159,0.1159548
LBCA,PF09471,CL0126,0.12362305
Euryarchaeota,PF09472,PF09472,0.02782675
Proteobacteria,PF09476,PF09476,0.06168805
post-LBCA,PF09479,CL0072,0.593339
unclassifiable,PF09481,PF09481,0.1855525
LBCA,PF09484,PF09484,0.1494503
LBCA,PF09485,PF09485,0.1935045
unclassifiable,PF09488,CL0110,0.02880005
post-LBCA,PF09489,PF09489,0.175625
unclassifiable,PF09490,PF09490,0.151378
LBCA,PF09491,CL0236,0.2268484
LBCA,PF09492,CL0059,0.1980125
post-LBCA,PF09493,PF09493,0.2249705
Proteobacteria,PF09498,PF09498,0.09617805
unclassifiable,PF09500,CL0050,0.1140435
Terrabacteria,PF09501,PF09501,0.0745115
Euryarchaeota,PF09505,PF09505,0.0656288
post-LBCA,PF09508,CL0369,0.1530067
LBCA,PF09509,PF09509,0.4068655
LBCA,PF09511,CL0179,0.10507975
Terrabacteria,PF09512,CL0315,0.1972805
Terrabacteria,PF09515,CL0315,0.1245055
post-LBCA,PF09517,CL0418,0.3466995
preLUCA,PF09520,CL0236,0.3449845
Proteobacteria,PF09523,PF09523,0.134885
Proteobacteria,PF09524,PF09524,0.2110685
Proteobacteria,PF09526,CL0167,0.05862985
LBCA,PF09527,PF09527,0.119924
Proteobacteria,PF09533,PF09533,0.02752005
Terrabacteria,PF09534,PF09534,0.05964605
Proteobacteria,PF09535,CL0767,0.02880005
Proteobacteria,PF09536,PF09536,0.13120005
LBCA,PF09537,CL0044,0.1209285
Proteobacteria,PF09538,PF09538,0.07279445
Proteobacteria,PF09539,PF09539,0.0085925
Proteobacteria,PF09544,PF09544,0.27200005
Terrabacteria,PF09546,PF09546,0.03452125
Terrabacteria,PF09547,CL0023,0.0349128
Terrabacteria,PF09548,PF09548,0.04340505
Proteobacteria,PF09550,CL0567,0.164732
Terrabacteria,PF09551,PF09551,0.08813225
post-LBCA,PF09557,PF09557,0.1513295
Proteobacteria,PF09559,CL0362,0.09363535
Terrabacteria,PF09560,PF09560,0.05944185
LBCA,PF09565,CL0479,0.3915828
LBCA,PF09568,CL0236,0.3573065
Terrabacteria,PF09577,PF09577,0.03374065
Terrabacteria,PF09578,PF09578,0.06933965
LACA,PF09579,PF09579,0.0810237
Terrabacteria,PF09580,PF09580,0.07547325
Terrabacteria,PF09581,PF09581,0.0818926
Terrabacteria,PF09582,PF09582,0.1265625
post-LBCA,PF09585,PF09585,0.1343345
LBCA,PF09586,CL0111,0.1658375
LBCA,PF09587,CL0163,0.171194
LBCA,PF09588,CL0236,0.16375
preLUCA,PF09594,CL0111,0.1893955
Proteobacteria,PF09600,PF09600,0.0776218
LBCA,PF09601,PF09601,0.1557365
post-LBCA,PF09603,PF09603,0.400311
LBCA,PF09604,PF09604,0.2083765
unclassifiable,PF09605,PF09605,0.3630315
Proteobacteria,PF09608,PF09608,0.0685902
post-LBCA,PF09611,PF09611,0.33327
post-LBCA,PF09614,PF09614,0.365424
Proteobacteria,PF09615,PF09615,0.4444955
LBCA,PF09617,PF09617,0.371006
Proteobacteria,PF09618,CL0362,0.287632
LBCA,PF09619,CL0159,0.21481
post-LBCA,PF09620,PF09620,0.1274967
unclassifiable,PF09622,PF09622,0.1344815
unclassifiable,PF09623,CL0236,0.0974631
unclassifiable,PF09626,CL0318,0.1277705
post-LBCA,PF09630,PF09630,0.1252585
post-LBCA,PF09633,PF09633,0.0933795
FCB,PF09640,PF09640,0.0497077
LBCA,PF09643,PF09643,0.4586085
Terrabacteria,PF09648,CL0285,0.03680065
post-LBCA,PF09650,CL0545,0.104303
post-LBCA,PF09651,CL0236,0.127099
Terrabacteria,PF09654,PF09654,0.08032485
post-LBCA,PF09655,PF09655,0.07329555
LBCA,PF09656,PF09656,0.1275025
post-LBCA,PF09660,PF09660,0.11826675
Terrabacteria,PF09661,PF09661,0.1205803
post-LBCA,PF09663,CL0534,0.10738045
post-LBCA,PF09664,CL0413,0.13846065
LBCA,PF09669,PF09669,0.386137
LBCA,PF09670,CL0236,0.175955
Terrabacteria,PF09671,CL0010,0.191298
Proteobacteria,PF09673,PF09673,0.2744765
post-LBCA,PF09674,PF09674,0.0948734
Proteobacteria,PF09676,PF09676,0.1910975
Proteobacteria,PF09677,PF09677,0.142098
LBCA,PF09678,PF09678,0.124547
Terrabacteria,PF09680,PF09680,0.387672
post-LBCA,PF09681,CL0123,0.316978
Terrabacteria,PF09682,PF09682,0.1317635
Terrabacteria,PF09683,PF09683,0.21431
LBCA,PF09684,PF09684,0.2279745
unclassifiable,PF09685,PF09685,0.1354295
Proteobacteria,PF09686,PF09686,0.3274085
Terrabacteria,PF09693,PF09693,0.5109445
LBCA,PF09694,CL0193,0.176043
Proteobacteria,PF09695,CL0172,0.07132775
FCB,PF09697,CL0048,0.283868
Proteobacteria,PF09698,CL0317,0.08659325
LBCA,PF09699,CL0317,0.3483545
LBCA,PF09700,CL0362,0.168472
LBCA,PF09701,PF09701,0.1935175
LUCA,PF09704,CL0362,0.2449735
Terrabacteria,PF09706,PF09706,0.2250295
LBCA,PF09707,CL0728,0.1848615
LBCA,PF09709,PF09709,0.1742715
Proteobacteria,PF09712,PF09712,0.0492234
Proteobacteria,PF09718,PF09718,0.297993
LUCA,PF09719,CL0317,0.3069935
LBCA,PF09720,PF09720,0.3818945
LUCA,PF09721,PF09721,0.0942974
LBCA,PF09722,PF09722,0.278478
unclassifiable,PF09723,CL0167,0.14053
Proteobacteria,PF09731,PF09731,0.07069885
LBCA,PF09754,CL0408,0.0319693
Proteobacteria,PF09791,PF09791,0.2218405
unclassifiable,PF09818,CL0023,0.127643
unclassifiable,PF09819,PF09819,0.1328915
LBCA,PF09820,CL0023,0.312327
unclassifiable,PF09821,PF09821,0.07253415
LBCA,PF09822,CL0014,0.09602135
LBCA,PF09823,CL0236,0.250309
Euryarchaeota,PF09824,CL0123,0.0389428
post-LBCA,PF09825,CL0014,0.06539405
post-LBCA,PF09826,CL0186,0.09698725
LUCA,PF09827,CL0728,0.166305
LBCA,PF09828,PF09828,0.1568455
Proteobacteria,PF09829,PF09829,0.112458
post-LBCA,PF09830,CL0265,0.139399
Proteobacteria,PF09831,PF09831,0.132748
Proteobacteria,PF09832,PF09832,0.1411
Proteobacteria,PF09834,PF09834,0.1631475
LBCA,PF09835,PF09835,0.111161
post-LBCA,PF09836,PF09836,0.1836985
LBCA,PF09837,CL0110,0.1472675
Proteobacteria,PF09838,PF09838,0.07635445
Proteobacteria,PF09839,PF09839,0.0743317
TACK,PF09840,PF09840,0.02352365
Proteobacteria,PF09842,PF09842,0.05219315
LACA,PF09843,PF09843,0.04206725
LBCA,PF09844,CL0403,0.161356
Euryarchaeota,PF09845,CL0167,0.0516598
Euryarchaeota,PF09846,PF09846,0.03532795
LACA,PF09847,CL0181,0.03340805
LBCA,PF09848,CL0023,0.221654
Proteobacteria,PF09849,PF09849,0.134746
Proteobacteria,PF09850,PF09850,0.12861995
LUCA,PF09851,CL0660,0.3163945
LBCA,PF09852,CL0111,0.10139755
LACA,PF09853,PF09853,0.1503235
unclassifiable,PF09855,CL0167,0.134313
Proteobacteria,PF09856,PF09856,0.0867708
Proteobacteria,PF09857,PF09857,0.163153
unclassifiable,PF09858,PF09858,0.1620775
LBCA,PF09859,CL0029,0.3138765
post-LBCA,PF09860,PF09860,0.1975755
LUCA,PF09861,CL0471,0.182792
LBCA,PF09862,CL0123,0.147317
post-LBCA,PF09863,CL0036,0.178052
LBCA,PF09864,PF09864,0.355969
LBCA,PF09865,CL0048,0.1910135
Proteobacteria,PF09866,PF09866,0.1128625
Proteobacteria,PF09867,PF09867,0.11314735
unclassifiable,PF09868,PF09868,0.0348872
Euryarchaeota,PF09869,CL0007,0.0352066
Euryarchaeota,PF09870,PF09870,0.01792005
Euryarchaeota,PF09871,PF09871,0.0298178
Euryarchaeota,PF09872,PF09872,0.0613629
Euryarchaeota,PF09874,PF09874,0.0612031
Euryarchaeota,PF09875,PF09875,0.02526495
unclassifiable,PF09876,PF09876,0.0438283
Euryarchaeota,PF09882,PF09882,0.03718465
LACA,PF09883,CL0021,0.0352993
Euryarchaeota,PF09884,CL0161,0.02590585
Euryarchaeota,PF09885,PF09885,0.0354583
Euryarchaeota,PF09886,PF09886,0.0366251
Euryarchaeota,PF09887,PF09887,0.028689
Euryarchaeota,PF09888,PF09888,0.08769555
Euryarchaeota,PF09889,CL0167,0.0720981
Euryarchaeota,PF09890,PF09890,0.04287855
TACK,PF09891,CL0105,0.04619845
LACA,PF09892,PF09892,0.0367809
Euryarchaeota,PF09894,PF09894,0.0272721
TACK,PF09895,CL0098,0.02608785
Euryarchaeota,PF09897,PF09897,0.02612985
Proteobacteria,PF09898,PF09898,0.1111275
LBCA,PF09899,CL0286,0.143194
post-LBCA,PF09900,PF09900,0.0772456
Terrabacteria,PF09902,PF09902,0.05433255
LBCA,PF09903,PF09903,0.132427
Proteobacteria,PF09904,CL0123,0.1282555
LBCA,PF09905,PF09905,0.246196
Proteobacteria,PF09906,PF09906,0.204438
LBCA,PF09907,PF09907,0.276532
LACA,PF09910,PF09910,0.1397685
Terrabacteria,PF09911,PF09911,0.0344056
post-LBCA,PF09912,PF09912,0.2122055
LBCA,PF09913,CL0111,0.14086965
Proteobacteria,PF09916,CL0125,0.0903121
unclassifiable,PF09917,CL0116,0.141462
LBCA,PF09918,PF09918,0.1004267
Terrabacteria,PF09919,PF09919,0.0781802
Euryarchaeota,PF09920,PF09920,0.0313176
TACK,PF09921,PF09921,0.0000001
post-LBCA,PF09922,CL0268,0.1323365
Proteobacteria,PF09923,PF09923,0.0673559
LBCA,PF09924,CL0257,0.1338735
LBCA,PF09925,PF09925,0.1730395
post-LBCA,PF09926,CL0010,0.188109
post-LBCA,PF09928,PF09928,0.2050225
unclassifiable,PF09929,CL0236,0.1195685
Euryarchaeota,PF09930,PF09930,0.04923895
post-LBCA,PF09931,PF09931,0.1281995
post-LBCA,PF09932,PF09932,0.1617695
unclassifiable,PF09933,PF09933,0.210161
LBCA,PF09935,PF09935,0.1295918
Proteobacteria,PF09936,CL0098,0.05597235
Proteobacteria,PF09937,PF09937,0.248048
Proteobacteria,PF09938,PF09938,0.07694485
unclassifiable,PF09939,CL0350,0.1253123
LBCA,PF09940,CL0364,0.219117
unclassifiable,PF09941,PF09941,0.0381584
TACK,PF09943,PF09943,0.0156318
LBCA,PF09945,PF09945,0.1914325
LACA,PF09946,PF09946,0.163577
unclassifiable,PF09947,CL0167,0.05040575
LACA,PF09948,PF09948,0.1497583
LBCA,PF09949,CL0137,0.1049183
post-LBCA,PF09950,CL0373,0.1456718
LBCA,PF09951,PF09951,0.2394235
LBCA,PF09952,CL0578,0.141733
unclassifiable,PF09953,CL0010,0.1236745
LBCA,PF09954,PF09954,0.315866
Proteobacteria,PF09955,PF09955,0.1225185
LBCA,PF09956,PF09956,0.26175
LBCA,PF09957,CL0057,0.362595
TACK,PF09958,PF09958,0.00374029
Euryarchaeota,PF09959,PF09959,0.0606916
Terrabacteria,PF09960,CL0158,0.120066
unclassifiable,PF09962,PF09962,0.2144085
Terrabacteria,PF09963,PF09963,0.1581425
Terrabacteria,PF09964,PF09964,0.0546718
LBCA,PF09965,PF09965,0.1370866
LBCA,PF09966,PF09966,0.381752
LBCA,PF09967,CL0128,0.1306895
LBCA,PF09968,CL0044,0.13221855
LBCA,PF09969,PF09969,0.06426165
LUCA,PF09970,CL0260,0.07115715
Euryarchaeota,PF09971,PF09971,0.1000011
LUCA,PF09972,CL0672,0.107103
TACK,PF09973,PF09973,0.0242057
Euryarchaeota,PF09974,PF09974,0.0638814
post-LBCA,PF09976,CL0020,0.1221475
post-LBCA,PF09977,CL0496,0.1676675
LBCA,PF09979,CL0201,0.224915
unclassifiable,PF09980,CL0430,0.1611625
post-LBCA,PF09981,PF09981,0.225458
post-LBCA,PF09982,CL0193,0.150352
LBCA,PF09983,CL0413,0.2570145
Proteobacteria,PF09984,CL0165,0.0516939
post-LBCA,PF09985,CL0559,0.068247
Terrabacteria,PF09986,CL0020,0.0972506
Euryarchaeota,PF09987,PF09987,0.03087755
Terrabacteria,PF09988,CL0368,0.06922695
LBCA,PF09989,CL0108,0.1595
LBCA,PF09990,CL0328,0.1673065
LBCA,PF09991,PF09991,0.09654105
LBCA,PF09992,PF09992,0.1649015
post-LBCA,PF09994,CL0028,0.2519365
LBCA,PF09995,CL0090,0.239004
LBCA,PF09996,PF09996,0.1327595
LBCA,PF09997,PF09997,0.206173
post-LBCA,PF09998,PF09998,0.2106905
LACA,PF09999,PF09999,0.0423856
LBCA,PF10000,CL0070,0.197308
LBCA,PF10002,PF10002,0.174334
Proteobacteria,PF10003,CL0266,0.06694895
LBCA,PF10005,CL0167,0.1710775
LBCA,PF10006,CL0397,0.1270375
LACA,PF10007,CL0123,0.03513955
LBCA,PF10009,CL0016,0.1722295
LBCA,PF10011,CL0105,0.2074685
LBCA,PF10012,CL0336,0.266428
LBCA,PF10013,CL0175,0.371601
post-LBCA,PF10014,CL0029,0.19926
LACA,PF10015,PF10015,0.0606605
post-LBCA,PF10016,PF10016,0.054401
LBCA,PF10017,CL0063,0.138577
LBCA,PF10020,PF10020,0.27679975
LBCA,PF10021,CL0223,0.1486745
LBCA,PF10022,CL0059,0.1526772
LBCA,PF10023,CL0126,0.0694636
LBCA,PF10025,PF10025,0.197016
LBCA,PF10026,CL0126,0.17518
unclassifiable,PF10027,CL0430,0.2195345
post-LBCA,PF10028,PF10028,0.127894
LBCA,PF10029,CL0159,0.1367375
unclassifiable,PF10030,CL0125,0.0839242
Terrabacteria,PF10031,PF10031,0.07060315
LBCA,PF10035,CL0089,0.138306
Proteobacteria,PF10038,PF10038,0.309033
LUCA,PF10040,CL0362,0.1424865
post-LBCA,PF10041,PF10041,0.1908915
LBCA,PF10042,PF10042,0.1691295
post-LBCA,PF10043,PF10043,0.131411
LBCA,PF10047,CL0136,0.3799825
Proteobacteria,PF10048,PF10048,0.269868
LUCA,PF10049,PF10049,0.1696895
LBCA,PF10050,PF10050,0.1453695
TACK,PF10051,PF10051,0.01100805
Proteobacteria,PF10052,PF10052,0.0934874
post-LBCA,PF10054,PF10054,0.1412987
post-LBCA,PF10055,PF10055,0.10510515
LBCA,PF10056,PF10056,0.0940344
Terrabacteria,PF10057,PF10057,0.234954
LBCA,PF10060,CL0111,0.04378565
TACK,PF10061,CL0097,0.02228685
post-LBCA,PF10063,PF10063,0.0848761
Proteobacteria,PF10065,PF10065,0.12133875
unclassifiable,PF10066,PF10066,0.0773898
LBCA,PF10067,PF10067,0.2755465
Terrabacteria,PF10069,PF10069,0.0870638
LBCA,PF10070,PF10070,0.1768175
LBCA,PF10071,PF10071,0.0468191
Proteobacteria,PF10073,PF10073,0.1086982
Proteobacteria,PF10074,PF10074,0.414829
post-LBCA,PF10076,PF10076,0.2803695
LBCA,PF10077,PF10077,0.2094085
Terrabacteria,PF10078,CL0123,0.135943
post-LBCA,PF10079,CL0039,0.04575445
unclassifiable,PF10080,PF10080,0.158162
post-LBCA,PF10081,CL0028,0.1088957
post-LBCA,PF10082,CL0193,0.149408
Proteobacteria,PF10084,PF10084,0.09891635
post-LBCA,PF10086,CL0472,0.177612
unclassifiable,PF10087,PF10087,0.122182
LBCA,PF10088,CL0023,0.470585
Proteobacteria,PF10090,CL0025,0.04880515
LBCA,PF10091,CL0059,0.138075
unclassifiable,PF10092,PF10092,0.0864103
Proteobacteria,PF10093,PF10093,0.1023846
post-LBCA,PF10094,PF10094,0.166415
Proteobacteria,PF10095,PF10095,0.0784527
LUCA,PF10096,CL0158,0.0863883
LBCA,PF10097,PF10097,0.269626
Proteobacteria,PF10098,PF10098,0.06923855
LBCA,PF10099,PF10099,0.122653
unclassifiable,PF10101,PF10101,0.1972635
LUCA,PF10102,PF10102,0.144956
Terrabacteria,PF10103,CL0126,0.03149845
LBCA,PF10105,CL0649,0.04653085
Proteobacteria,PF10106,PF10106,0.2069865
unclassifiable,PF10107,CL0236,0.04642505
LBCA,PF10108,CL0219,0.0869388
post-LBCA,PF10109,CL0567,0.306192
LBCA,PF10110,PF10110,0.209172
LBCA,PF10111,CL0110,0.2233535
Terrabacteria,PF10112,PF10112,0.1022812
LBCA,PF10114,CL0165,0.226478
Proteobacteria,PF10115,PF10115,0.127948
post-LBCA,PF10116,CL0267,0.1310045
LBCA,PF10117,CL0236,0.286227
post-LBCA,PF10118,PF10118,0.157047
post-LBCA,PF10119,PF10119,0.329866
LACA,PF10120,PF10120,0.05127885
post-LBCA,PF10122,CL0167,0.11458195
post-LBCA,PF10123,PF10123,0.226277
LBCA,PF10124,CL0373,0.5041095
LBCA,PF10127,CL0260,0.1401875
Terrabacteria,PF10128,CL0063,0.03228615
post-LBCA,PF10129,CL0316,0.151527
LUCA,PF10130,CL0280,0.2279595
LACA,PF10133,PF10133,0.0521083
LBCA,PF10134,CL0123,0.3566675
LBCA,PF10135,PF10135,0.1149195
Proteobacteria,PF10136,CL0716,0.07302585
LBCA,PF10137,CL0173,0.461221
post-LBCA,PF10138,CL0128,0.171596
Proteobacteria,PF10139,PF10139,0.0742622
Terrabacteria,PF10140,CL0016,0.23200755
Terrabacteria,PF10141,PF10141,0.05416675
LBCA,PF10142,CL0028,0.1109789
LUCA,PF10143,PF10143,0.06615665
Proteobacteria,PF10144,CL0165,0.02756895
LBCA,PF10145,PF10145,0.329746
post-LBCA,PF10150,PF10150,0.03465295
unclassifiable,PF10162,PF10162,0.162442
Terrabacteria,PF10184,CL0051,0.2081895
Terrabacteria,PF10216,PF10216,0.212857
LBCA,PF10262,CL0172,0.137168
LBCA,PF10263,CL0126,0.098604
Proteobacteria,PF10276,CL0045,0.1073503
LBCA,PF10282,CL0186,0.222485
LBCA,PF10294,CL0063,0.1561655
Terrabacteria,PF10298,CL0324,0.0419048
LBCA,PF10335,CL0291,0.1201275
Terrabacteria,PF10368,PF10368,0.08334465
LBCA,PF10369,CL0070,0.06322845
LBCA,PF10370,PF10370,0.1404885
LBCA,PF10371,PF10371,0.158654
LBCA,PF10385,PF10385,0.05498725
LBCA,PF10387,PF10387,0.4204755
Terrabacteria,PF10388,CL0165,0.06267645
LBCA,PF10396,CL0289,0.0766537
LUCA,PF10397,PF10397,0.0979772
post-LBCA,PF10399,CL0300,0.0795369
unclassifiable,PF10400,CL0123,0.2265035
LBCA,PF10410,PF10410,0.05074045
Proteobacteria,PF10411,PF10411,0.1066802
LUCA,PF10412,CL0023,0.131138
Proteobacteria,PF10414,PF10414,0.106748
LUCA,PF10415,PF10415,0.1781845
LUCA,PF10417,PF10417,0.1426515
LUCA,PF10418,CL0486,0.111438
post-LBCA,PF10423,CL0408,0.08093225
LBCA,PF10431,CL0671,0.09684305
Terrabacteria,PF10432,CL0067,0.0524306
unclassifiable,PF10435,CL0369,0.1472283
LBCA,PF10437,CL0233,0.1498905
post-LBCA,PF10438,CL0369,0.17431
LBCA,PF10442,PF10442,0.229832
Euryarchaeota,PF10447,CL0021,0.0329027
LBCA,PF10458,CL0298,0.115416
unclassifiable,PF10459,CL0124,0.0693529
LBCA,PF10462,CL0126,0.2336771
LUCA,PF10502,CL0299,0.08531155
LBCA,PF10503,CL0028,0.2654365
post-LBCA,PF10504,PF10504,0.0697909
LUCA,PF10509,CL0329,0.1256935
unclassifiable,PF10517,PF10517,0.159746
LUCA,PF10518,CL0300,0.4339215
LBCA,PF10531,CL0072,0.1691405
unclassifiable,PF10543,PF10543,0.327084
LBCA,PF10544,CL0418,0.44125
unclassifiable,PF10546,PF10546,0.2818733
post-LBCA,PF10547,PF10547,0.15437935
Terrabacteria,PF10551,CL0219,0.05630325
post-LBCA,PF10552,PF10552,0.1218123
LBCA,PF10555,PF10555,0.119155
LACA,PF10559,PF10559,0.0491323
Proteobacteria,PF10563,PF10563,0.329327
LBCA,PF10566,CL0036,0.3079075
unclassifiable,PF10571,CL0167,0.308725
LBCA,PF10576,PF10576,0.2419925
LACA,PF10584,CL0052,0.0471982
LBCA,PF10588,PF10588,0.1380255
LBCA,PF10589,PF10589,0.1266605
LBCA,PF10590,PF10590,0.1866375
LBCA,PF10592,PF10592,0.4387505
LBCA,PF10593,PF10593,0.3100725
LUCA,PF10604,CL0209,0.2929485
post-LBCA,PF10605,CL0028,0.09489635
LBCA,PF10609,CL0023,0.0662048
Terrabacteria,PF10611,PF10611,0.03322225
Terrabacteria,PF10612,PF10612,0.173864
Proteobacteria,PF10614,PF10614,0.0861746
post-LBCA,PF10615,PF10615,0.112343
Proteobacteria,PF10617,PF10617,0.2409225
Proteobacteria,PF10618,PF10618,0.2092324
post-LBCA,PF10620,CL0260,0.1199256
Euryarchaeota,PF10621,PF10621,0.03775085
FCB,PF10626,CL0193,0.288734
Proteobacteria,PF10627,PF10627,0.0676903
Terrabacteria,PF10628,CL0731,0.04722215
LUCA,PF10633,CL0159,0.205241
unclassifiable,PF10634,CL0159,0.194482
Terrabacteria,PF10635,PF10635,0.0373046
Proteobacteria,PF10636,PF10636,0.1343395
unclassifiable,PF10646,PF10646,0.0994635
post-LBCA,PF10647,CL0186,0.0778397
post-LBCA,PF10648,CL0159,0.172925
Proteobacteria,PF10649,CL0023,0.222394
Terrabacteria,PF10651,PF10651,0.1814662
FCB,PF10652,PF10652,0.0730189
Proteobacteria,PF10658,PF10658,0.2107855
post-LBCA,PF10662,CL0023,0.152633
Terrabacteria,PF10664,PF10664,0.1797945
Terrabacteria,PF10668,CL0123,0.3245105
LBCA,PF10670,CL0287,0.200942
Proteobacteria,PF10671,CL0751,0.105513
LBCA,PF10672,CL0063,0.104216
Terrabacteria,PF10673,PF10673,0.06808515
Terrabacteria,PF10674,PF10674,0.1466955
Proteobacteria,PF10675,PF10675,0.0606537
Terrabacteria,PF10676,PF10676,0.1196095
LBCA,PF10677,CL0193,0.198747
post-LBCA,PF10678,PF10678,0.0602834
Proteobacteria,PF10679,PF10679,0.105706
LBCA,PF10685,CL0385,0.2303485
LBCA,PF10686,CL0349,0.252247
post-LBCA,PF10688,PF10688,0.2254845
Proteobacteria,PF10689,PF10689,0.1605605
Proteobacteria,PF10691,PF10691,0.0399724
Terrabacteria,PF10693,PF10693,0.0870588
Terrabacteria,PF10694,PF10694,0.1910735
Proteobacteria,PF10696,PF10696,0.09230165
post-LBCA,PF10698,CL0209,0.056556
Terrabacteria,PF10702,PF10702,0.0435825
post-LBCA,PF10703,CL0116,0.190055
Terrabacteria,PF10704,PF10704,0.04615285
post-LBCA,PF10706,CL0260,0.285197
post-LBCA,PF10707,CL0016,0.2142205
Terrabacteria,PF10708,PF10708,0.216173
Terrabacteria,PF10710,PF10710,0.280818
post-LBCA,PF10711,CL0123,0.2981665
Terrabacteria,PF10716,PF10716,0.107185
Terrabacteria,PF10718,PF10718,0.1148205
LBCA,PF10719,PF10719,0.1056559
Terrabacteria,PF10720,PF10720,0.1323215
LBCA,PF10722,CL0097,0.0999315
Terrabacteria,PF10724,PF10724,0.07264405
Terrabacteria,PF10726,PF10726,0.117388
post-LBCA,PF10727,CL0063,0.1051561
LBCA,PF10728,CL0106,0.08394775
Terrabacteria,PF10730,PF10730,0.0316928
Terrabacteria,PF10732,PF10732,0.03902825
Proteobacteria,PF10734,PF10734,0.342641
Terrabacteria,PF10737,PF10737,0.0607821
Terrabacteria,PF10738,CL0619,0.06368005
Terrabacteria,PF10739,CL0266,0.03071865
Terrabacteria,PF10740,CL0067,0.05759865
LBCA,PF10741,CL0331,0.1112515
Terrabacteria,PF10742,PF10742,0.140947
Terrabacteria,PF10745,PF10745,0.08019925
Terrabacteria,PF10747,PF10747,0.0240815
Terrabacteria,PF10750,PF10750,0.1143255
LBCA,PF10754,CL0347,0.154265
Proteobacteria,PF10755,PF10755,0.172354
post-LBCA,PF10756,CL0266,0.08296975
Proteobacteria,PF10758,PF10758,0.1059003
Terrabacteria,PF10759,PF10759,0.04197615
Terrabacteria,PF10763,CL0178,0.07524955
Terrabacteria,PF10764,PF10764,0.1031495
Proteobacteria,PF10768,PF10768,0.0612553
FCB,PF10771,CL0123,0.0740319
Terrabacteria,PF10776,PF10776,0.06635
Terrabacteria,PF10779,PF10779,0.1628775
Terrabacteria,PF10782,PF10782,0.11949175
Terrabacteria,PF10783,PF10783,0.1162055
post-LBCA,PF10797,PF10797,0.155254
Terrabacteria,PF10801,PF10801,0.03800205
Terrabacteria,PF10803,PF10803,0.109816
Proteobacteria,PF10805,PF10805,0.249664
post-LBCA,PF10816,PF10816,0.06026875
Terrabacteria,PF10821,PF10821,0.04317475
post-LBCA,PF10823,PF10823,0.213669
Terrabacteria,PF10824,CL0352,0.2194665
post-LBCA,PF10825,PF10825,0.1195715
Euryarchaeota,PF10826,CL0123,0.0144745
Terrabacteria,PF10842,CL0010,0.204641
Terrabacteria,PF10844,PF10844,0.2603945
Terrabacteria,PF10850,PF10850,0.0942115
FCB,PF10851,CL0276,0.1890105
LBCA,PF10861,PF10861,0.1837915
Terrabacteria,PF10864,PF10864,0.03969925
unclassifiable,PF10865,CL0172,0.2408225
Euryarchaeota,PF10869,PF10869,0.01152005
LBCA,PF10881,CL0236,0.1869075
LUCA,PF10882,CL0266,0.151094
LACA,PF10884,CL0057,0.1181905
Terrabacteria,PF10901,PF10901,0.201853
unclassifiable,PF10908,CL0508,0.2364255
PVC,PF10915,PF10915,0.0315353
LBCA,PF10923,CL0023,0.1343099
Terrabacteria,PF10925,PF10925,0.2033275
post-LBCA,PF10926,CL0236,0.3141615
Proteobacteria,PF10928,PF10928,0.158198
Terrabacteria,PF10929,PF10929,0.0826479
Proteobacteria,PF10932,PF10932,0.2844745
Terrabacteria,PF10934,CL0763,0.320166
Terrabacteria,PF10935,PF10935,0.2183895
post-LBCA,PF10936,PF10936,0.04484185
Proteobacteria,PF10938,PF10938,0.183779
Terrabacteria,PF10939,PF10939,0.0557908
Terrabacteria,PF10942,PF10942,0.152972
Terrabacteria,PF10944,PF10944,0.138989
post-LBCA,PF10946,PF10946,0.08315705
Proteobacteria,PF10947,PF10947,0.205742
Proteobacteria,PF10948,PF10948,0.2998525
Terrabacteria,PF10955,PF10955,0.07783015
Terrabacteria,PF10957,PF10957,0.113644
Terrabacteria,PF10958,PF10958,0.07015845
Terrabacteria,PF10960,PF10960,0.1722908
post-LBCA,PF10962,PF10962,0.0884546
Terrabacteria,PF10966,PF10966,0.0774705
Euryarchaeota,PF10967,PF10967,0.06822835
Terrabacteria,PF10969,PF10969,0.05599655
Terrabacteria,PF10970,PF10970,0.0929455
Proteobacteria,PF10972,PF10972,0.05851915
Proteobacteria,PF10973,PF10973,0.2191005
post-LBCA,PF10974,PF10974,0.128137
Proteobacteria,PF10975,CL0123,0.04856295
unclassifiable,PF10977,PF10977,0.08649735
Terrabacteria,PF10978,PF10978,0.151187
post-LBCA,PF10979,PF10979,0.1299015
Proteobacteria,PF10980,PF10980,0.225588
Proteobacteria,PF10981,PF10981,0.052521
Proteobacteria,PF10982,PF10982,0.1837415
Proteobacteria,PF10983,PF10983,0.2668335
Proteobacteria,PF10984,PF10984,0.104355
unclassifiable,PF10985,PF10985,0.2098765
Proteobacteria,PF10986,PF10986,0.149157
LBCA,PF10987,PF10987,0.08263185
LBCA,PF10988,CL0268,0.20961
Terrabacteria,PF10989,PF10989,0.2547975
LBCA,PF10990,PF10990,0.185691
unclassifiable,PF10991,CL0021,0.2810835
Proteobacteria,PF10993,PF10993,0.05608035
